"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t01",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet50_cifar10_ddp_batch1024_nodes3/dstat_r1t01.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","05 Apr 2024 17:01:26 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.005,0.696,16005861376.0,1069056.0,6199934976.0,5.18580482048e+11,0.0,0.0,0.0,0.0,05-04 17:01:26
0.0,0.0,16038023168.0,1069056.0,6199934976.0,5.18548320256e+11,29652.0,25964.0,17709.0,18671.0,05-04 17:01:27
0.0,0.0,16049111040.0,1069056.0,6246907904.0,5.18490259456e+11,49293780.0,51776.0,15467.0,39809.0,05-04 17:01:28
4.0,3.0,16199897088.0,1069056.0,6410928128.0,5.18175453184e+11,170904224.0,112688.0,1280.0,1014.0,05-04 17:01:29
0.0,2.0,16316436480.0,1069056.0,7156334592.0,5.17313507328e+11,767544536.0,225720.0,624.0,582.0,05-04 17:01:30
0.0,0.0,16378986496.0,1069056.0,7297253376.0,5.17110038528e+11,159906028.0,524984.0,120.0,0.0,05-04 17:01:31
0.0,835.0,16404262912.0,1069056.0,7300333568.0,5.1708168192e+11,2813936.0,188780.0,1164.0,824.0,05-04 17:01:32
0.0,3.0,16405532672.0,1069056.0,7300333568.0,5.1708041216e+11,448.0,676.0,7581.0,3825.0,05-04 17:01:33
0.0,0.0,16527040512.0,1069056.0,7301103616.0,5.16958134272e+11,39476.0,29068.0,10801.0,5675.0,05-04 17:01:34
0.0,0.0,16628097024.0,1069056.0,7301873664.0,5.16856307712e+11,1222196.0,244296.0,324.0,132.0,05-04 17:01:35
0.0,0.0,16640327680.0,1069056.0,7315734528.0,5.16830216192e+11,6050892.0,305724.0,60.0,0.0,05-04 17:01:36
0.0,2.0,16660377600.0,1069056.0,7341146112.0,5.16784754688e+11,25971848.0,832876.0,0.0,0.0,05-04 17:01:37
0.0,0.0,16683995136.0,1069056.0,7384268800.0,5.16718014464e+11,43722332.0,546968.0,0.0,0.0,05-04 17:01:38
0.0,0.0,16809381888.0,1069056.0,7401979904.0,5.16574916608e+11,18273120.0,379200.0,3732.0,3138.0,05-04 17:01:39
0.0,1.0,17352867840.0,1069056.0,7427391488.0,5.16006019072e+11,16597848.0,94608.0,120.0,0.0,05-04 17:01:40
0.0,0.0,17515462656.0,1069056.0,7559069696.0,5.15711746048e+11,125169544.0,40600.0,6804.0,5622.0,05-04 17:01:41
0.0,0.0,17632690176.0,1069056.0,7689207808.0,5.15464380416e+11,21781916.0,192852.0,2486.0,486.0,05-04 17:01:42
0.0,0.0,17747374080.0,1069056.0,7915601920.0,5.151233024e+11,213573112.0,73900.0,288.0,16000.0,05-04 17:01:43
0.0,0.0,18100641792.0,1069056.0,8449245184.0,5.14236391424e+11,531514840.0,144996.0,3590.0,3006.0,05-04 17:01:44
0.0,0.0,18254696448.0,1069056.0,8476196864.0,5.14055385088e+11,42246756.0,16168.0,531.0,132.0,05-04 17:01:45
0.0,0.0,18468220928.0,1069056.0,8660238336.0,5.13657819136e+11,170776084.0,49832.0,60.0,42.0,05-04 17:01:46
0.0,0.0,18553864192.0,1069056.0,8686419968.0,5.1354599424e+11,27369308.0,11860.0,392.0,132.0,05-04 17:01:47
0.0,0.0,18557431808.0,1069056.0,8686419968.0,5.13542426624e+11,1792.0,3392.0,60.0,2840.0,05-04 17:01:48
0.0,0.0,18558914560.0,1069056.0,8694890496.0,5.13532473344e+11,2864.0,28756.0,3470.0,3006.0,05-04 17:01:49
0.0,0.0,18559205376.0,1069056.0,8694890496.0,5.13532182528e+11,1792.0,4300.0,0.0,0.0,05-04 17:01:50
0.0,0.0,18562072576.0,1069056.0,8695660544.0,5.1352854528e+11,2012.0,4936.0,0.0,0.0,05-04 17:01:51
0.0,8.0,18564141056.0,1069056.0,8703361024.0,5.1351877632e+11,2012.0,5392.0,303.0,0.0,05-04 17:01:52
0.0,0.0,18567049216.0,1069056.0,8703361024.0,5.1351586816e+11,1792.0,5664.0,0.0,0.0,05-04 17:01:53
0.0,0.0,18590191616.0,1069056.0,8707981312.0,5.13488105472e+11,2004.0,6176.0,3470.0,3006.0,05-04 17:01:54
0.0,0.0,18588794880.0,1069056.0,8717221888.0,5.13480261632e+11,2444.0,7048.0,60.0,0.0,05-04 17:01:55
0.0,0.0,18589335552.0,1069056.0,8717221888.0,5.1347972096e+11,1792.0,6920.0,180.0,180.0,05-04 17:01:56
0.0,2.0,18592862208.0,1069056.0,8717221888.0,5.13476194304e+11,2012.0,7544.0,60.0,0.0,05-04 17:01:57
0.0,0.0,18592632832.0,1069056.0,8725692416.0,5.13467953152e+11,2224.0,8236.0,60.0,0.0,05-04 17:01:58
0.0,0.0,18593755136.0,1069056.0,8725692416.0,5.13466830848e+11,2440.0,13012.0,3773.0,9922.0,05-04 17:01:59
0.0,0.0,18593271808.0,1069056.0,8728772608.0,5.13464233984e+11,2080.0,9032.0,0.0,0.0,05-04 17:02:00
0.0,0.0,18595983360.0,1069056.0,8724922368.0,5.13465372672e+11,2300.0,9656.0,120.0,84.0,05-04 17:02:01
0.0,12.0,18646028288.0,1069056.0,8744943616.0,5.13395306496e+11,16493748.0,24100.0,303.0,90.0,05-04 17:02:02
0.0,5.0,18649079808.0,1069056.0,8732622848.0,5.13404575744e+11,3168.0,16948.0,0.0,0.0,05-04 17:02:03
0.0,0.0,18650345472.0,1069056.0,8752644096.0,5.13383288832e+11,1312.0,2548.0,3470.0,3006.0,05-04 17:02:04
0.0,0.0,18649337856.0,1069056.0,8752644096.0,5.13384296448e+11,2080.0,11568.0,0.0,0.0,05-04 17:02:05
0.0,0.0,18651471872.0,1069056.0,8765734912.0,5.13369071616e+11,2300.0,12204.0,0.0,0.0,05-04 17:02:06
0.0,2220.0,18653745152.0,1069056.0,8774205440.0,5.13358327808e+11,2724.0,13064.0,60.0,42.0,05-04 17:02:07
0.0,0.0,18654445568.0,1069056.0,8774205440.0,5.13357627392e+11,2080.0,12936.0,0.0,0.0,05-04 17:02:08
0.0,0.0,18653102080.0,1069056.0,8782675968.0,5.13350500352e+11,2300.0,13568.0,3470.0,3006.0,05-04 17:02:09
0.0,19.0,18658201600.0,1069056.0,8782675968.0,5.13345400832e+11,2300.0,14028.0,0.0,0.0,05-04 17:02:10
0.0,0.0,18667040768.0,1069056.0,8787296256.0,5.13331941376e+11,2080.0,14308.0,0.0,0.0,05-04 17:02:11
0.0,1.0,18675036160.0,1069056.0,8801927168.0,5.13309315072e+11,2520.0,15112.0,0.0,0.0,05-04 17:02:12
0.0,0.0,18674520064.0,1069056.0,8801927168.0,5.13309831168e+11,3180.0,16208.0,60.0,0.0,05-04 17:02:13
0.0,0.0,18674626560.0,1069056.0,8801927168.0,5.13309724672e+11,2604.0,98064.0,3530.0,3006.0,05-04 17:02:14
0.0,0.0,18677751808.0,1069056.0,8809627648.0,5.13298898944e+11,1888.0,7884.0,303.0,0.0,05-04 17:02:15
0.0,0.0,18680471552.0,1069056.0,8810397696.0,5.13295409152e+11,2232.0,4480.0,0.0,0.0,05-04 17:02:16
