#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:01:29      0      7      0      0      0      0      0     19     44 
 17:01:30      0      0      0      0      0      0      0      0      0 
 17:01:31      0      0      0      0      0      0      0      0      0 
 17:01:32      0      0      0      0      0      0      0      0      0 
 17:01:33      0      0      0      0      0      0      0      0      0 
 17:01:34      0      0      0      0      0      0      0      0      0 
 17:01:35      0      0      0      0      0      0      0      0      0 
 17:01:36      0      0      0      0      0      0      0      0      0 
 17:01:37      0      0      0      0      0      0      0      0      0 
 17:01:38      0      0      0      0      0      0      0      0      0 
 17:01:39      0      0      0      0      0      0      0      0      0 
 17:01:40      0      0      0      0      0      0      0      0      0 
 17:01:41      0      0      0      0      0      0      0    485     54 
 17:01:42      0     26      1      0      0      0      0      0      0 
 17:01:43      0     12      0      0      0      0      0      0      0 
 17:01:44      0     95     40      0      0      0      0      1      3 
 17:01:46      0      0      0      0      0      0      0      3      3 
 17:01:47      0    100     85      0      0      0      0    346   1658 
 17:01:48      0    100     79      0      0      0      0   1265    484 
 17:01:49      0     95     81      0      0      0      0    717      7 
 17:01:50      0     88     73      0      0      0      0     20      6 
 17:01:51      0     84     70      0      0      0      0     13      6 
 17:01:52      0     81     71      0      0      0      0     15      5 
 17:01:53      0     81     74      0      0      0      0   2081    401 
 17:01:54      0     98     66      0      0      0      0   2747   1129 
 17:01:55      0     96     63      0      0      0      0   3537    407 
 17:01:56      0     97     62      0      0      0      0   3044   1146 
 17:01:57      0     93     60      0      0      0      0   2052    291 
 17:01:58      0    100     72      0      0      0      0   1908    709 
 17:01:59      0    100     76      0      0      0      0   1168    173 
 17:02:00      0    100     70      0      0      0      0   1213    185 
 17:02:01      0    100     70      0      0      0      0   1213    146 
 17:02:02      0    100     74      0      0      0      0     16      5 
 17:02:04      0     95     82      0      0      0      0     17    599 
 17:02:05      0     97     83      0      0      0      0   2777   1582 
 17:02:06      0    100     85      0      0      0      0   2865    445 
 17:02:07      0     94     82      0      0      0      0   3229    321 
 17:02:08      0     94     60      0      0      0      0   3255    342 
 17:02:09      0     93     61      0      0      0      0   2014    261 
 17:02:10      0     93     61      0      0      0      0   2006    211 
 17:02:11      0     98     63      0      0      0      0   2429    601 
 17:02:12      0    100     65      0      0      0      0   1276    196 
 17:02:13      0    100     65      0      0      0      0   1366    170 
 17:02:14      0    100     66      0      0      0      0   1395    100 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:02:15      0    100     66      0      0      0      0   1125    130 
 17:02:16      0    100     91      0      0      0      0   1513    155 
 17:02:17      0    100     93      0      0      0      0   1043     83 
 17:02:18      0    100     92      0      0      0      0    445      8 
 17:02:19      0    100     89      0      0      0      0   1626    545 
 17:02:20      0     77     64      0      0      0      0     21      6 
 17:02:22      0     93     62      0      0      0      0   2029    275 
 17:02:23      0    100     66      0      0      0      0   1962    261 
 17:02:24      0    100     67      0      0      0      0   1949   1070 
 17:02:25      0     96     62      0      0      0      0   2405    594 
 17:02:26      0    100     67      0      0      0      0   1276    202 
 17:02:27      0    100     64      0      0      0      0   1418    177 
 17:02:28      0    100     67      0      0      0      0   1240    192 
 17:02:29      0    100     69      0      0      0      0   1434    184 
 17:02:30      0    100     81      0      0      0      0   1052    193 
 17:02:31      0    100     77      0      0      0      0    996    161 
 17:02:32      0    100     77      0      0      0      0   1168    171 
 17:02:33      0    100     77      0      0      0      0   1147    513 
 17:02:34      0    100     81      0      0      0      0   1285     10 
 17:02:35      0    100     80      0      0      0      0    703      4 
 17:02:36      0    100     85      0      0      0      0     18      6 
 17:02:37      0    100     79      0      0      0      0   3161   1342 
 17:02:38      0    100     74      0      0      0      0     15      5 
 17:02:40      0     96     62      0      0      0      0   2449    297 
 17:02:41      0     91     56      0      0      0      0   1965    264 
 17:02:42      0     97     56      0      0      0      0   2085    250 
 17:02:43      0     98     56      0      0      0      0   2134    177 
 17:02:44      0    100     70      0      0      0      0   1777   1212 
 17:02:45      0    100     70      0      0      0      0   2562    225 
 17:02:46      0    100     68      0      0      0      0   1477    204 
 17:02:47      0    100     66      0      0      0      0   1428    182 
 17:02:48      0    100     73      0      0      0      0   1342    172 
 17:02:49      0    100     67      0      0      0      0   1437    176 
 17:02:50      0    100     67      0      0      0      0   1032    160 
 17:02:51      0    100     66      0      0      0      0   1214    184 
 17:02:52      0    100     83      0      0      0      0   1416    155 
 17:02:53      0    100     75      0      0      0      0   1274    169 
 17:02:54      0    100     73      0      0      0      0   1345    155 
 17:02:55      0    100     75      0      0      0      0    871     47 
 17:02:56      0    100     65      0      0      0      0      0     65 
 17:02:58      0     95     58      0      0      0      0   3453    422 
 17:02:59      0    100     74      0      0      0      0   1932    436 
 17:03:00      0    100     79      0      0      0      0   3146    429 
 17:03:01      0     93     77      0      0      0      0   2999    444 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:03:02      0     97     58      0      0      0      0   2387    289 
 17:03:03      0     95     59      0      0      0      0   3259    813 
 17:03:04      0     98     64      0      0      0      0   2528   1574 
 17:03:05      0     96     68      0      0      0      0   2549   1271 
 17:03:06      0     96     59      0      0      0      0   2842    364 
 17:03:07      0     98     59      0      0      0      0   2681    309 
