"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t03",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet50_cifar10_ddp_batch1024_nodes3/dstat_r1t03.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","05 Apr 2024 17:01:28 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.004,0.646,9843429376.0,1089536.0,18480951296.0,5.12461877248e+11,0.0,0.0,0.0,0.0,05-04 17:01:28
0.0,0.0,9873203200.0,1089536.0,18480951296.0,5.12432103424e+11,9400.0,7128.0,18361.0,4845.0,05-04 17:01:29
4.0,0.0,9881702400.0,1089536.0,18527924224.0,5.12376631296e+11,49074364.0,31020.0,948.0,1012.0,05-04 17:01:30
0.0,5.0,10030931968.0,1089536.0,18989953024.0,5.11765372928e+11,470242472.0,255144.0,60.0,0.0,05-04 17:01:31
0.0,670.0,10170429440.0,1089536.0,19597520896.0,5.11018307584e+11,649218936.0,202684.0,60.0,0.0,05-04 17:01:32
0.0,0.0,10219253760.0,1089536.0,19621392384.0,5.10945611776e+11,23957572.0,725548.0,126.0,174.0,05-04 17:01:33
0.0,0.0,10235437056.0,1089536.0,19622932480.0,5.10927888384e+11,1123128.0,66968.0,4546.0,6364.0,05-04 17:01:34
0.0,0.0,10433339392.0,1089536.0,19623702528.0,5.10729216e+11,227824.0,181892.0,1137.0,2978.0,05-04 17:01:35
0.0,0.0,10469396480.0,1089536.0,19639103488.0,5.10677757952e+11,7470400.0,412580.0,120.0,0.0,05-04 17:01:36
0.0,0.0,10485121024.0,1089536.0,19653734400.0,5.10647402496e+11,14142504.0,411044.0,0.0,0.0,05-04 17:01:37
3.0,9.0,10504617984.0,1089536.0,19701477376.0,5.1058016256e+11,48076236.0,766088.0,0.0,0.0,05-04 17:01:38
0.0,0.0,10546524160.0,1089536.0,19720728576.0,5.10519005184e+11,19453244.0,590844.0,1503.0,1735.0,05-04 17:01:39
0.0,0.0,10669965312.0,1089536.0,19732279296.0,5.10384013312e+11,10022644.0,140812.0,186.0,101.0,05-04 17:01:40
0.0,0.0,11191742464.0,1089536.0,19755380736.0,5.0983913472e+11,16493216.0,7720.0,180.0,0.0,05-04 17:01:41
0.0,0.0,11506409472.0,1089536.0,19912470528.0,5.0936737792e+11,105403832.0,50736.0,2024.0,3341.0,05-04 17:01:42
0.0,0.0,11499003904.0,1089536.0,20235890688.0,5.09051363328e+11,261805096.0,93568.0,384.0,1327.0,05-04 17:01:43
0.0,0.0,11822268416.0,1089536.0,20700229632.0,5.08263759872e+11,446278016.0,134364.0,1623.0,1735.0,05-04 17:01:44
0.0,0.0,11989020672.0,1089536.0,20821127168.0,5.0797611008e+11,149030824.0,48800.0,303.0,5376.0,05-04 17:01:45
0.0,0.0,12232957952.0,1089536.0,20868100096.0,5.07685199872e+11,41259508.0,18084.0,66.0,470.0,05-04 17:01:46
0.0,3036.0,12382388224.0,1089536.0,21038280704.0,5.07365588992e+11,151809380.0,46700.0,0.0,0.0,05-04 17:01:47
0.0,0.0,12385304576.0,1089536.0,21039050752.0,5.07361902592e+11,668.0,1292.0,126.0,196.0,05-04 17:01:48
0.0,0.0,12385558528.0,1089536.0,21035200512.0,5.0736549888e+11,872.0,1680.0,1503.0,1735.0,05-04 17:01:49
0.0,0.0,12387807232.0,1089536.0,21035970560.0,5.07362480128e+11,660.0,1488.0,0.0,0.0,05-04 17:01:50
0.0,0.0,12388470784.0,1089536.0,21035970560.0,5.07361816576e+11,668.0,1468.0,0.0,0.0,05-04 17:01:51
0.0,9.0,12391608320.0,1089536.0,21044441088.0,5.07350208512e+11,448.0,1332.0,0.0,0.0,05-04 17:01:52
0.0,0.0,12395401216.0,1089536.0,21045211136.0,5.07345645568e+11,448.0,1372.0,303.0,0.0,05-04 17:01:53
0.0,0.0,12396199936.0,1089536.0,21045211136.0,5.07344846848e+11,668.0,1588.0,1503.0,1735.0,05-04 17:01:54
0.0,0.0,12411965440.0,1089536.0,21059072000.0,5.0731522048e+11,448.0,1448.0,580.0,564.0,05-04 17:01:55
0.0,20.0,12413095936.0,1089536.0,20988997632.0,5.07384164352e+11,448.0,1488.0,0.0,5264.0,05-04 17:01:56
0.0,0.0,12414681088.0,1089536.0,20997468160.0,5.07374108672e+11,668.0,1704.0,60.0,0.0,05-04 17:01:57
0.0,0.0,12415561728.0,1089536.0,20999008256.0,5.07371687936e+11,448.0,1568.0,0.0,0.0,05-04 17:01:58
0.0,0.0,12415713280.0,1089536.0,20999008256.0,5.07371536384e+11,1000.0,5888.0,1866.0,1735.0,05-04 17:01:59
0.0,0.0,12414976000.0,1089536.0,21008248832.0,5.07363033088e+11,668.0,1820.0,120.0,84.0,05-04 17:02:00
0.0,0.0,12416454656.0,1089536.0,20999778304.0,5.0737002496e+11,448.0,1684.0,0.0,0.0,05-04 17:02:01
0.0,0.0,12461723648.0,1089536.0,21017489408.0,5.07307044864e+11,16489872.0,7416.0,0.0,0.0,05-04 17:02:02
0.0,0.0,12473110528.0,1089536.0,21028270080.0,5.07284877312e+11,668.0,1876.0,303.0,0.0,05-04 17:02:03
0.0,0.0,12477140992.0,1089536.0,21016719360.0,5.07292397568e+11,1312.0,2484.0,1503.0,1735.0,05-04 17:02:04
0.0,0.0,12476809216.0,1089536.0,21029040128.0,5.07280408576e+11,448.0,1828.0,0.0,0.0,05-04 17:02:05
0.0,0.0,12480892928.0,1089536.0,21036740608.0,5.07268624384e+11,668.0,2044.0,0.0,90.0,05-04 17:02:06
0.0,0.0,12483497984.0,1089536.0,21038280704.0,5.07264479232e+11,448.0,1904.0,0.0,0.0,05-04 17:02:07
0.0,11.0,12483571712.0,1089536.0,21039050752.0,5.07263635456e+11,448.0,1944.0,0.0,0.0,05-04 17:02:08
0.0,0.0,12482949120.0,1089536.0,21047521280.0,5.0725578752e+11,668.0,2160.0,1503.0,1735.0,05-04 17:02:09
0.0,0.0,12488212480.0,1089536.0,21047521280.0,5.0725052416e+11,448.0,2024.0,0.0,0.0,05-04 17:02:10
0.0,0.0,12497371136.0,1089536.0,21053681664.0,5.0723520512e+11,448.0,2060.0,60.0,42.0,05-04 17:02:11
0.0,0.0,12514484224.0,1089536.0,21072162816.0,5.0719961088e+11,668.0,2276.0,0.0,0.0,05-04 17:02:12
0.0,0.0,12515590144.0,1089536.0,21072932864.0,5.07197734912e+11,448.0,2140.0,60.0,0.0,05-04 17:02:13
0.0,0.0,12516347904.0,1089536.0,21072932864.0,5.07196977152e+11,1192.0,79460.0,1563.0,17603.0,05-04 17:02:14
0.0,0.0,12519219200.0,1089536.0,21080633344.0,5.07186405376e+11,668.0,2392.0,0.0,0.0,05-04 17:02:15
0.0,0.0,12520046592.0,1089536.0,21082173440.0,5.07184037888e+11,448.0,2256.0,303.0,0.0,05-04 17:02:16
0.0,2620.0,12520263680.0,1089536.0,21082173440.0,5.071838208e+11,448.0,2296.0,0.0,0.0,05-04 17:02:17
0.0,0.0,12521148416.0,1089536.0,21094494208.0,5.07170615296e+11,668.0,2512.0,0.0,0.0,05-04 17:02:18
0.0,0.0,12522139648.0,1089536.0,21082173440.0,5.07181944832e+11,544.0,2428.0,1503.0,1735.0,05-04 17:02:19
0.0,0.0,12526194688.0,1089536.0,21086793728.0,5.07173269504e+11,544.0,2468.0,0.0,0.0,05-04 17:02:20
0.0,0.0,12534599680.0,1089536.0,21096804352.0,5.07154853888e+11,764.0,2684.0,0.0,0.0,05-04 17:02:21
0.0,171.0,12534280192.0,1089536.0,21106044928.0,5.071459328e+11,544.0,2548.0,90.0,90.0,05-04 17:02:22
0.0,34.0,12532953088.0,1089536.0,21114515456.0,5.07138789376e+11,544.0,2584.0,0.0,0.0,05-04 17:02:23
0.0,0.0,12535091200.0,1089536.0,21126836224.0,5.07124330496e+11,764.0,2800.0,1503.0,1735.0,05-04 17:02:24
0.0,0.0,12537683968.0,1089536.0,21127606272.0,5.0712096768e+11,544.0,2664.0,0.0,2808.0,05-04 17:02:25
