"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r2t08",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_ddp_batch64_nodes3/dstat_r2t08.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 16:21:20 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.002,0.638,8255119360.0,1081344.0,16999940096.0,5.15531206656e+11,0.0,0.0,0.0,0.0,04-04 16:21:20
0.0,0.0,8285736960.0,1081344.0,16999940096.0,5.15500589056e+11,9528.0,7028.0,18257.0,4845.0,04-04 16:21:21
0.0,0.0,8307986432.0,1081344.0,17046142976.0,5.15432136704e+11,49081068.0,35496.0,798.0,16790.0,04-04 16:21:22
0.0,5.0,8481763328.0,1081344.0,17359552512.0,5.14944950272e+11,327726216.0,282444.0,423.0,0.0,04-04 16:21:23
0.0,0.0,8616075264.0,1081344.0,18103418880.0,5.14066771968e+11,770863176.0,240496.0,120.0,0.0,04-04 16:21:24
0.0,459.0,8667422720.0,1081344.0,18138841088.0,5.13980002304e+11,45371184.0,746344.0,246.0,132.0,04-04 16:21:25
0.0,0.0,8683053056.0,1081344.0,18141921280.0,5.13961291776e+11,1168136.0,68148.0,3650.0,11588.0,04-04 16:21:26
0.0,1.0,8816275456.0,1081344.0,18141921280.0,5.13828069376e+11,53176.0,40304.0,1798.0,3734.0,04-04 16:21:27
0.0,0.0,8879357952.0,1081344.0,18145001472.0,5.13761906688e+11,2870452.0,378968.0,429.0,132.0,04-04 16:21:28
0.0,0.0,8891326464.0,1081344.0,18160402432.0,5.13734537216e+11,6918772.0,315816.0,60.0,0.0,04-04 16:21:29
0.0,0.0,8913563648.0,1081344.0,18187354112.0,5.13685348352e+11,27759684.0,837480.0,120.0,0.0,04-04 16:21:30
0.0,0.0,8951685120.0,1081344.0,18231246848.0,5.13603334144e+11,44822164.0,575428.0,1563.0,1735.0,04-04 16:21:31
0.0,0.0,9031122944.0,1081344.0,18248187904.0,5.13506955264e+11,17202284.0,414412.0,66.0,101.0,04-04 16:21:32
0.0,0.0,9649426432.0,1081344.0,18282070016.0,5.12854769664e+11,16500020.0,14080.0,1933.0,2817.0,04-04 16:21:33
0.0,0.0,9881133056.0,1081344.0,18472271872.0,5.12432861184e+11,105422580.0,75460.0,335.0,521.0,04-04 16:21:34
0.0,815.0,10002235392.0,1081344.0,18777980928.0,5.12006049792e+11,279384300.0,123104.0,390.0,1402.0,04-04 16:21:35
0.0,0.0,10439393280.0,1081344.0,19293143040.0,5.11053729792e+11,547792124.0,166992.0,1563.0,1735.0,04-04 16:21:36
0.0,0.0,10803798016.0,1081344.0,19486425088.0,5.10496043008e+11,199836416.0,65164.0,66.0,114.0,04-04 16:21:37
0.0,0.0,10810421248.0,1081344.0,19487195136.0,5.10488649728e+11,448.0,1056.0,246.0,218.0,04-04 16:21:38
0.0,0.0,10839519232.0,1081344.0,19501826048.0,5.10444920832e+11,448.0,1156.0,0.0,90.0,04-04 16:21:39
0.0,0.0,10844499968.0,1081344.0,19501826048.0,5.10439940096e+11,668.0,1376.0,0.0,0.0,04-04 16:21:40
0.0,0.0,10865123328.0,1081344.0,19521847296.0,5.10399295488e+11,872.0,1708.0,1503.0,1735.0,04-04 16:21:41
0.0,0.0,10873118720.0,1081344.0,19521847296.0,5.10391300096e+11,448.0,1288.0,120.0,0.0,04-04 16:21:42
0.0,0.0,10887294976.0,1081344.0,19527237632.0,5.10371733504e+11,668.0,1504.0,60.0,0.0,04-04 16:21:43
0.0,0.0,10893729792.0,1081344.0,19541868544.0,5.10350667776e+11,448.0,1372.0,60.0,0.0,04-04 16:21:44
0.0,0.0,10899206144.0,1081344.0,19541868544.0,5.10345191424e+11,448.0,1416.0,0.0,0.0,04-04 16:21:45
0.0,0.0,10918195200.0,1081344.0,19553419264.0,5.10314651648e+11,668.0,1636.0,1926.0,1735.0,04-04 16:21:46
0.0,0.0,10921291776.0,1081344.0,19563429888.0,5.10301544448e+11,660.0,1732.0,0.0,0.0,04-04 16:21:47
0.0,3.0,10941571072.0,1081344.0,19573440512.0,5.10271254528e+11,448.0,1544.0,0.0,0.0,04-04 16:21:48
0.0,0.0,10946011136.0,1081344.0,19573440512.0,5.10266814464e+11,668.0,1764.0,180.0,0.0,04-04 16:21:49
0.0,0.0,10966474752.0,1081344.0,19592691712.0,5.10227099648e+11,668.0,1796.0,0.0,0.0,04-04 16:21:50
0.0,0.0,10970517504.0,1081344.0,19593461760.0,5.10222286848e+11,1220.0,6112.0,1503.0,1735.0,04-04 16:21:51
0.0,0.0,10966577152.0,1081344.0,19603472384.0,5.10216216576e+11,1328.0,2408.0,0.0,0.0,04-04 16:21:52
0.0,0.0,10969993216.0,1081344.0,19612712960.0,5.10203559936e+11,1328.0,2584.0,90.0,90.0,04-04 16:21:53
0.0,0.0,10985394176.0,1081344.0,19619643392.0,5.10181228544e+11,448.0,1804.0,90.0,90.0,04-04 16:21:54
0.0,1322.0,10990084096.0,1081344.0,19623493632.0,5.10172688384e+11,888.0,2196.0,0.0,0.0,04-04 16:21:55
0.0,0.0,10994561024.0,1081344.0,19632734208.0,5.1015897088e+11,2676.0,260536.0,1503.0,1735.0,04-04 16:21:56
0.0,13.0,11012128768.0,1081344.0,19643514880.0,5.10130622464e+11,448.0,1932.0,0.0,0.0,04-04 16:21:57
0.0,0.0,11016224768.0,1081344.0,19653525504.0,5.1011651584e+11,668.0,2152.0,180.0,84.0,04-04 16:21:58
0.0,0.0,11037614080.0,1081344.0,19663536128.0,5.10085115904e+11,448.0,2016.0,60.0,334.0,04-04 16:21:59
0.0,2.0,11042078720.0,1081344.0,19663536128.0,5.10080651264e+11,448.0,2060.0,0.0,0.0,04-04 16:22:00
