"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t06",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_ddp_batch64_nodes3/dstat_r1t06.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 16:21:19 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.003,0.592,8774004736.0,2138112.0,20702748672.0,5.11308455936e+11,0.0,0.0,0.0,0.0,04-04 16:21:19
0.0,0.0,8774942720.0,2138112.0,20702748672.0,5.11307517952e+11,4008.0,2760.0,4851.0,4059.0,04-04 16:21:20
0.0,0.0,8833171456.0,2138112.0,20751261696.0,5.11200776192e+11,50668540.0,47604.0,14384.0,2280.0,04-04 16:21:21
0.0,5.0,9033007104.0,2138112.0,21452775424.0,5.10299426816e+11,711410748.0,358440.0,76.0,66.0,04-04 16:21:22
0.0,0.0,9128849408.0,2138112.0,21831639040.0,5.09824720896e+11,419588864.0,303512.0,423.0,0.0,04-04 16:21:23
0.0,0.0,9170534400.0,2138112.0,21844729856.0,5.09769945088e+11,12636304.0,591868.0,186.0,132.0,04-04 16:21:24
0.0,0.0,9174831104.0,2138112.0,21846269952.0,5.09764108288e+11,693700.0,53940.0,2836.0,4953.0,04-04 16:21:25
0.0,0.0,9174831104.0,2138112.0,21846269952.0,5.09764108288e+11,448.0,720.0,805.0,334.0,04-04 16:21:26
0.0,1065.0,9343983616.0,2138112.0,21846269952.0,5.09594955776e+11,102752.0,80544.0,2517.0,4317.0,04-04 16:21:27
0.0,0.0,9402961920.0,2138112.0,21850120192.0,5.09532127232e+11,3431224.0,440148.0,429.0,132.0,04-04 16:21:28
0.0,0.0,9418584064.0,2138112.0,21874761728.0,5.09491863552e+11,16693292.0,308584.0,60.0,0.0,04-04 16:21:29
0.0,0.0,9440505856.0,2138112.0,21893242880.0,5.09451460608e+11,18580576.0,904028.0,120.0,0.0,04-04 16:21:30
0.0,0.0,9473683456.0,2138112.0,21940215808.0,5.0937131008e+11,46885700.0,561768.0,60.0,0.0,04-04 16:21:31
0.0,0.0,9562669056.0,2138112.0,21953306624.0,5.09269233664e+11,13981800.0,307472.0,1569.0,1836.0,04-04 16:21:32
0.0,0.0,10206769152.0,2138112.0,22005669888.0,5.08572770304e+11,33191056.0,17288.0,2399.0,3271.0,04-04 16:21:33
0.0,0.0,10447433728.0,2138112.0,22240534528.0,5.08097241088e+11,141487008.0,69760.0,0.0,66.0,04-04 16:21:34
0.0,0.0,10581422080.0,2138112.0,22595526656.0,5.07608260608e+11,342150640.0,120048.0,384.0,1326.0,04-04 16:21:35
0.0,0.0,10959851520.0,2138112.0,23020593152.0,5.06804764672e+11,465213104.0,130672.0,0.0,0.0,04-04 16:21:36
0.0,0.0,11330875392.0,2138112.0,23213875200.0,5.06240458752e+11,199134648.0,60464.0,1635.0,2025.0,04-04 16:21:37
0.0,0.0,11336130560.0,2138112.0,23214645248.0,5.06234433536e+11,448.0,1068.0,180.0,42.0,04-04 16:21:38
0.0,0.0,11357196288.0,2138112.0,23230816256.0,5.061971968e+11,668.0,1348.0,0.0,0.0,04-04 16:21:39
0.0,10.0,11361071104.0,2138112.0,23230816256.0,5.06193321984e+11,448.0,1212.0,0.0,0.0,04-04 16:21:40
0.0,0.0,11388784640.0,2138112.0,23250837504.0,5.061455872e+11,448.0,1256.0,0.0,1236.0,04-04 16:21:41
0.0,1802.0,11394703360.0,2138112.0,23251607552.0,5.06138898432e+11,1092.0,1940.0,1623.0,1735.0,04-04 16:21:42
0.0,0.0,11417776128.0,2138112.0,23263158272.0,5.06104274944e+11,448.0,1344.0,60.0,0.0,04-04 16:21:43
