#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:21:19      0      0      0      0      0      0      0      0      0 
 16:21:20      0      0      0      0      0      0      0      2      0 
 16:21:21      0      0      0      0      0      0      0      0      2 
 16:21:22      0      0      0      0      0      0      0      0      0 
 16:21:23      0      0      0      0      0      0      0      0      0 
 16:21:24      0      0      0      0      0      0      0      0      0 
 16:21:25      0      0      0      0      0      0      0      0      0 
 16:21:26      0      0      0      0      0      0      0      0      0 
 16:21:27      0      0      0      0      0      0      0      0      0 
 16:21:28      0      0      0      0      0      0      0      0      0 
 16:21:30      0      0      0      0      0      0      0      0      0 
 16:21:31      0      0      0      0      0      0      0      0      0 
 16:21:32      0      0      0      0      0      0      0      0      0 
 16:21:33      0      0      0      0      0      0      0      0     17 
 16:21:34      0      2      0      0      0      0      0      0      0 
 16:21:35      0      0      0      0      0      0      0      0      0 
 16:21:36      0      4      2      0      0      0      0      0      0 
 16:21:37      0      7      3      0      0      0      0    728      0 
 16:21:38      0     79     18      0      0      0      0    967   2465 
 16:21:39      0     79     18      0      0      0      0    833    274 
 16:21:40      0     78     18      0      0      0      0   2542   1305 
 16:21:41      0     85     15      0      0      0      0   2898   2564 
 16:21:42      0     69     18      0      0      0      0   4173   1816 
 16:21:43      0     78     18      0      0      0      0   2093    521 
 16:21:44      0     80     18      0      0      0      0   2676   1660 
 16:21:45      0     74     16      0      0      0      0   2605    520 
 16:21:46      0     76     19      0      0      0      0   1365    328 
 16:21:48      0     80     11      0      0      0      0   1418      6 
 16:21:49      0     78     22      0      0      0      0   2114    438 
 16:21:50      0     80     18      0      0      0      0   1112   1235 
 16:21:51      0     79     18      0      0      0      0   1394   2178 
 16:21:52      0     77     18      0      0      0      0   2789   1244 
 16:21:53      0     75     18      0      0      0      0   4094   2443 
 16:21:54      0     77     18      0      0      0      0    827   1749 
 16:21:55      0     79     18      0      0      0      0     14    475 
 16:21:56      0     79     16      0      0      0      0   1514   1645 
