timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets
16:21:20,1434,1420,28,30
16:21:21,18278776,16712,35871,432
16:21:22,210876521,121730,406436,3191
16:21:23,63358234,116363,123122,2681
16:21:24,2551452,150778,6948,3022
16:21:25,0,22,0,1
16:21:26,0,22,0,1
16:21:27,58971,58141,1138,1146
16:21:28,1013655,124336,3890,2457
16:21:29,4273852,87830,9372,1811
16:21:30,6608631,265942,16519,5151
16:21:31,10300289,190293,22202,3965
16:21:32,2512017,42073,5483,855
16:21:33,30351161,12677,58415,376
16:21:34,58791720,11287141,103373,12472
16:21:35,107672325,63833,207251,1372
16:21:36,52603520,19966,100855,662
16:21:38,139619987,90089265,187728,92881
16:21:39,150928326,151759764,155157,155745
16:21:40,142660336,142739151,146278,146396
16:21:41,150091432,150173681,153824,153986
16:21:42,143207591,142535449,147472,146419
16:21:43,154501868,154589156,157893,158550
16:21:44,135064778,135138938,138433,138598
16:21:45,146976892,146942419,150733,150706
16:21:46,135065116,135139640,138465,138682
16:21:47,150091581,150174111,153839,154039
16:21:48,140347229,138574957,143870,142162
16:21:49,151654852,151209188,155442,155009
16:21:50,144796617,144802521,148654,148642
16:21:51,143715039,143794941,147285,147547
16:21:52,161814083,161789829,165725,165800
16:21:53,138329459,138296746,141823,141928
16:21:54,146808105,146887737,150532,150663
16:21:55,135400222,135314542,138885,138878
16:21:56,139416478,139338771,143130,143354
16:21:57,141605617,141684334,145239,145325
16:21:58,150071985,150154143,153805,153954
16:21:59,150091572,150173849,153845,154010
16:22:00,150072632,150154318,153899,153992
16:22:01,150073962,150136391,153931,154004
16:22:02,158520574,159679484,162535,163676
16:22:03,150461727,150432663,154237,154264
16:22:04,138069276,138090778,141540,141612
16:22:05,2519177,1514,5106,47
16:22:06,137465725,130162748,146723,133995
16:22:07,138439145,138406873,141807,142068
16:22:08,150091929,150174066,153895,154041
16:22:09,147691640,146979207,151398,150702
16:22:10,150072006,150154773,153808,154044
16:22:11,150052399,149341062,153774,153249
16:22:12,146169707,145192533,149738,148936
16:22:13,123452216,123411050,126667,126723
16:22:14,150053129,150134636,153883,153939
16:22:15,135084146,135158474,138431,138620
16:22:16,137425700,137916522,141065,141809
16:22:17,146881176,146959403,150620,150632
16:22:18,120077350,120143008,123108,123217
16:22:19,146901414,147006381,150582,150728
16:22:20,121359434,121427197,124496,124564
16:22:21,149261687,150135029,153031,153972
16:22:22,135065834,135140028,138511,138673
16:22:23,143436880,143478913,147163,147735
16:22:24,138030628,139528069,141649,143073
16:22:25,130635223,131530706,133837,134902
16:22:26,150186694,150489932,154082,154303
16:22:27,128525628,130118552,131807,133352
16:22:28,139495712,140892415,143183,144488
16:22:29,135064699,135139573,138412,138679
16:22:30,147142613,147588874,150874,151334
16:22:31,136529587,137337767,139907,140869
16:22:32,150072574,150154079,153891,153943
16:22:33,120077424,120142780,123112,123178
16:22:34,11949937,11840687,12391,12283
16:22:35,149959447,149929965,153687,153796
16:22:36,137235964,137704855,140304,141269
16:22:37,135065098,135139167,138469,138621
16:22:38,150072036,150153900,153822,153929
16:22:39,120869010,120937824,123935,124062
16:22:40,143031840,143039149,146248,146448
16:22:41,146727257,147202385,150423,150942
16:22:42,142886622,143554235,146460,147793
16:22:43,130844507,130918259,134190,134376
16:22:44,143810394,142797409,147922,146999
16:22:45,142679426,142230980,146246,145870
16:22:46,150052727,150134738,153813,153941
16:22:47,135065203,135139196,138484,138622
16:22:48,150052793,150134126,153829,153859
16:22:49,141422133,141185959,145016,145346
16:22:50,132093449,134083716,135941,137519
16:22:51,141627318,142760765,145434,146527
16:22:52,131873964,131944595,135227,134830
16:22:53,150071701,150154370,153771,153993
16:22:54,135065648,135139311,138541,138635
16:22:55,135065350,135232391,138471,138849
16:22:56,150072069,150154787,153815,154044
16:22:57,135065806,135138993,138557,138579
16:22:58,135084937,135158691,138544,138651
16:22:59,135065898,135139338,138577,138637
16:23:00,148588033,148667323,152361,152808
16:23:01,140894067,140941443,144404,144906
16:23:02,80541190,81641922,82699,83772
16:23:03,55581875,56144422,57147,58223
16:23:04,136913288,137338285,139979,140939
16:23:05,149340591,149420768,153050,153740
16:23:06,135065270,135139192,138487,138618
16:23:07,158539535,158624754,162524,163135
16:23:08,154502344,155644099,158475,159614
16:23:09,152273388,152422903,156473,156745
16:23:10,146907142,147516655,150668,151315
16:23:11,155557534,157753529,159551,161642
16:23:12,150052801,150134527,153811,153894
16:23:13,165079302,165170558,169209,169498
16:23:14,148607103,149053918,152314,153111
16:23:15,135085267,135891814,138583,139318
16:23:16,157466696,158605693,161492,162537
16:23:18,137176409,138416787,140750,141929
16:23:19,145629917,146876110,149379,150589
16:23:20,139131053,139573859,142822,143093
16:23:21,150072508,150154071,153870,153934
16:23:22,135856880,135139420,139259,138579
16:23:23,155815533,156485214,159312,160401
16:23:24,139494657,138519230,143021,142190
16:23:25,165079905,165266320,169255,169625
16:23:26,141422548,142554514,145035,146229
