"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t06",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet50_cifar10_deepspeed_stage_2_batch1024_nodes3/dstat_r1t06.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","05 Apr 2024 19:44:52 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.003,0.599,8776482816.0,2138112.0,21169045504.0,5.10839681024e+11,0.0,0.0,0.0,0.0,05-04 19:44:52
0.0,0.0,8777121792.0,2138112.0,21169045504.0,5.10839042048e+11,4008.0,2760.0,4990.0,4059.0,05-04 19:44:53
0.0,0.0,8777629696.0,2138112.0,21169045504.0,5.10838534144e+11,6628.0,5396.0,13794.0,994.0,05-04 19:44:54
0.0,0.0,8838217728.0,2138112.0,21218328576.0,5.1072866304e+11,50662168.0,43612.0,1246.0,1092.0,05-04 19:44:55
0.0,6.0,9044672512.0,2138112.0,22019948544.0,5.09720588288e+11,835434232.0,413452.0,0.0,0.0,05-04 19:44:56
0.0,0.0,9137258496.0,2138112.0,22298705920.0,5.09349244928e+11,297586188.0,338380.0,66.0,132.0,05-04 19:44:57
0.0,0.0,9177972736.0,2138112.0,22311796736.0,5.09295439872e+11,11305984.0,574828.0,1461.0,3529.0,05-04 19:44:58
0.0,0.0,9177845760.0,2138112.0,22312566784.0,5.092947968e+11,448.0,672.0,1772.0,1889.0,05-04 19:44:59
0.0,0.0,9362567168.0,2138112.0,22313336832.0,5.09109305344e+11,188864.0,150292.0,1612.0,3881.0,05-04 19:45:00
0.0,0.0,9405796352.0,2138112.0,22326427648.0,5.09052985344e+11,4114560.0,453524.0,1440.0,0.0,05-04 19:45:01
0.0,1252.0,9429131264.0,2138112.0,22344138752.0,5.09011939328e+11,17086616.0,287704.0,819.0,558.0,05-04 19:45:02
0.0,1.0,9447219200.0,2138112.0,22370320384.0,5.0896766976e+11,26793520.0,914824.0,0.0,0.0,05-04 19:45:03
0.0,0.0,9489137664.0,2138112.0,22410362880.0,5.088857088e+11,40746876.0,614904.0,1503.0,1738.0,05-04 19:45:04
0.0,0.0,9618452480.0,2138112.0,22469656576.0,5.08697100288e+11,41192072.0,267692.0,66.0,101.0,05-04 19:45:05
0.0,0.0,9634627584.0,2138112.0,22540500992.0,5.08610080768e+11,82968568.0,657272.0,369.0,196.0,05-04 19:45:06
0.0,5.0,9653186560.0,2138112.0,22542041088.0,5.08589981696e+11,1403512.0,96056.0,0.0,90.0,05-04 19:45:07
0.0,1.0,10332291072.0,2138112.0,22672179200.0,5.07780739072e+11,121871224.0,42984.0,2096.0,3379.0,05-04 19:45:08
0.0,0.0,10540568576.0,2138112.0,22868541440.0,5.07376099328e+11,85347892.0,62844.0,1503.0,1738.0,05-04 19:45:09
0.0,0.0,10508263424.0,2138112.0,23031791616.0,5.07245154304e+11,162707352.0,63708.0,533.0,1416.0,05-04 19:45:10
0.0,0.0,10530246656.0,2138112.0,23160389632.0,5.07094573056e+11,16512312.0,28616.0,0.0,0.0,05-04 19:45:11
0.0,0.0,10701905920.0,2138112.0,23410655232.0,5.06672648192e+11,219015432.0,76092.0,126.0,156.0,05-04 19:45:12
0.0,10.0,10976710656.0,2138112.0,23725604864.0,5.06082893824e+11,340931720.0,7763844.0,0.0,0.0,05-04 19:45:13
0.0,0.0,11199606784.0,2138112.0,23742545920.0,5.0584305664e+11,21609848.0,14256.0,1569.0,4276.0,05-04 19:45:14
0.0,0.0,11315761152.0,2138112.0,23917346816.0,5.05552101376e+11,170774948.0,51368.0,0.0,0.0,05-04 19:45:15
