"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t02",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet50_cifar10_deepspeed_stage_2_batch1024_nodes3/dstat_r1t02.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","05 Apr 2024 19:44:51 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.026,0.716,12719906816.0,2138112.0,2903896064.0,5.25161406464e+11,0.0,0.0,0.0,0.0,05-04 19:44:51
0.0,0.0,12745703424.0,2138112.0,2903896064.0,5.25135609856e+11,4008.0,2760.0,4545.0,4059.0,05-04 19:44:52
0.0,0.0,12721152000.0,2138112.0,2903896064.0,5.2516016128e+11,1256.0,1280.0,60.0,0.0,05-04 19:44:53
0.0,0.0,12720635904.0,2138112.0,2903896064.0,5.25160677376e+11,796.0,772.0,363.0,42.0,05-04 19:44:54
8.0,135.0,12779274240.0,2138112.0,2950868992.0,5.25055066112e+11,49088464.0,41644.0,14980.0,2044.0,05-04 19:44:55
1.0,5.0,12918943744.0,2138112.0,3566907392.0,5.24299358208e+11,645960336.0,347044.0,0.0,0.0,05-04 19:44:56
0.0,0.0,13064327168.0,2138112.0,4029706240.0,5.23691175936e+11,484766420.0,277452.0,0.0,0.0,05-04 19:44:57
0.0,0.0,13111517184.0,2138112.0,4045107200.0,5.2362858496e+11,14487788.0,640252.0,66.0,132.0,05-04 19:44:58
0.0,0.0,13117722624.0,2138112.0,4045877248.0,5.23621609472e+11,693920.0,54268.0,2493.0,4493.0,05-04 19:44:59
0.0,0.0,13277417472.0,2138112.0,4047417344.0,5.23460374528e+11,65040.0,50124.0,2397.0,4336.0,05-04 19:45:00
0.0,998.0,13344911360.0,2138112.0,4049727488.0,5.23390570496e+11,3027140.0,421484.0,1026.0,132.0,05-04 19:45:01
0.0,11.0,13363159040.0,2138112.0,4068978688.0,5.23353071616e+11,9501728.0,319764.0,1299.0,558.0,05-04 19:45:02
