"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t01",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_ddp_batch1024_nodes3/dstat_r1t01.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 16:38:46 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.005,0.695,2.04706729984e+11,1069056.0,6564536320.0,3.29515012096e+11,0.0,0.0,0.0,0.0,04-04 16:38:46
0.0,21.0,2.04738002944e+11,1069056.0,6564536320.0,3.29483739136e+11,22232.0,19824.0,14464.0,14736.0,04-04 16:38:47
0.0,0.0,2.0470499328e+11,1069056.0,6564536320.0,3.295167488e+11,19088.0,17808.0,13107.0,14051.0,04-04 16:38:48
0.0,0.0,2.04705599488e+11,1069056.0,6564536320.0,3.29516142592e+11,11548.0,9592.0,949.0,1084.0,04-04 16:38:49
4.0,0.0,2.0476817408e+11,1069056.0,6610739200.0,3.2940736512e+11,48577284.0,35852.0,6598.0,30121.0,04-04 16:38:50
0.0,5.0,2.0491319296e+11,1069056.0,7187505152.0,3.28685580288e+11,595939564.0,298960.0,363.0,0.0,04-04 16:38:51
0.0,0.0,2.05044801536e+11,1069056.0,7645683712.0,3.28095793152e+11,488251208.0,243128.0,120.0,0.0,04-04 16:38:52
0.0,0.0,2.05092016128e+11,1069056.0,7660314624.0,3.28033947648e+11,14120364.0,629904.0,264.0,132.0,04-04 16:38:53
0.0,1049.0,2.05104852992e+11,1069056.0,7661084672.0,3.28020340736e+11,879152.0,63244.0,7105.0,2910.0,04-04 16:38:54
0.0,0.0,2.05235646464e+11,1069056.0,7661854720.0,3.27888777216e+11,41736.0,30936.0,11681.0,6979.0,04-04 16:38:55
0.0,0.0,2.053209088e+11,1069056.0,7661854720.0,3.2780351488e+11,368380.0,299404.0,384.0,132.0,04-04 16:38:56
0.0,0.0,2.05335158784e+11,1069056.0,7676485632.0,3.27774633984e+11,5448048.0,298988.0,0.0,1034.0,04-04 16:38:57
0.0,0.0,2.0535588864e+11,1069056.0,7702667264.0,3.27727722496e+11,26731408.0,803184.0,363.0,0.0,04-04 16:38:58
0.0,0.0,2.0537810944e+11,1069056.0,7745019904.0,3.27663149056e+11,43161728.0,587780.0,0.0,0.0,04-04 16:38:59
0.0,0.0,2.05455323136e+11,1069056.0,7766581248.0,3.27564374016e+11,19658592.0,421368.0,3678.0,3138.0,04-04 16:39:00
0.0,0.0,2.0600195072e+11,1069056.0,7790452736.0,3.26993874944e+11,16594424.0,91144.0,1014.0,746.0,04-04 16:39:01
0.0,0.0,2.06166470656e+11,1069056.0,7923671040.0,3.26696136704e+11,125169256.0,40572.0,5671.0,2495.0,04-04 16:39:02
0.0,0.0,2.06309224448e+11,1069056.0,8077680640.0,3.26399373312e+11,50843052.0,202028.0,2484.0,396.0,04-04 16:39:03
0.0,2098.0,2.0646158336e+11,1069056.0,8374149120.0,3.2595054592e+11,264129488.0,98268.0,288.0,132.0,04-04 16:39:04
0.0,0.0,2.06856904704e+11,1069056.0,8840798208.0,3.25088575488e+11,494139652.0,157488.0,3779.0,3006.0,04-04 16:39:05
0.0,0.0,2.0707033088e+11,1069056.0,8840798208.0,3.24875149312e+11,4908.0,5600.0,228.0,132.0,04-04 16:39:06
0.0,0.0,2.07254839296e+11,1069056.0,9027149824.0,3.2450428928e+11,199131056.0,65968.0,352.0,16000.0,04-04 16:39:07
