"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t07",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_ddp_batch512_nodes3/dstat_r1t07.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 16:29:29 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.008,0.692,8431280128.0,2138112.0,14579048448.0,5.17774884864e+11,0.0,0.0,0.0,0.0,04-04 16:29:29
0.0,0.0,8460083200.0,2138112.0,14579048448.0,5.17746081792e+11,4008.0,2700.0,4743.0,4191.0,04-04 16:29:30
0.0,0.0,8483831808.0,2138112.0,14626021376.0,5.17675360256e+11,49087976.0,41436.0,14612.0,1642.0,04-04 16:29:31
0.0,5.0,8653275136.0,2138112.0,15150424064.0,5.1698151424e+11,514648732.0,315416.0,0.0,0.0,04-04 16:29:32
0.0,0.0,8779837440.0,2138112.0,15697928192.0,5.16307447808e+11,608638628.0,250768.0,0.0,0.0,04-04 16:29:33
0.0,0.0,8816451584.0,2138112.0,15719489536.0,5.1624927232e+11,21528064.0,667492.0,66.0,132.0,04-04 16:29:34
0.0,0.0,8830390272.0,2138112.0,15721029632.0,5.16233793536e+11,966904.0,62908.0,454.0,1908.0,04-04 16:29:35
0.0,0.0,8832147456.0,2138112.0,15721029632.0,5.16232036352e+11,149520.0,4152.0,3026.0,3650.0,04-04 16:29:36
0.0,0.0,8985702400.0,2138112.0,15721799680.0,5.1607771136e+11,45088.0,33708.0,1666.0,3749.0,04-04 16:29:37
0.0,0.0,9054199808.0,2138112.0,15724879872.0,5.1600613376e+11,2793836.0,385024.0,126.0,132.0,04-04 16:29:38
0.0,0.0,9068802048.0,2138112.0,15739510784.0,5.15976900608e+11,6450724.0,321944.0,0.0,2840.0,04-04 16:29:39
0.0,0.0,9091440640.0,2138112.0,15766462464.0,5.15927310336e+11,27465336.0,786388.0,0.0,0.0,04-04 16:29:40
0.0,0.0,9117188096.0,2138112.0,15808815104.0,5.1585921024e+11,42465600.0,552212.0,1503.0,1738.0,04-04 16:29:41
0.0,0.0,9192607744.0,2138112.0,15828836352.0,5.15763769344e+11,20327928.0,437224.0,489.0,101.0,04-04 16:29:42
0.0,0.0,9738792960.0,2138112.0,15854247936.0,5.15192172544e+11,16625476.0,98920.0,951.0,1017.0,04-04 16:29:43
0.0,0.0,9800192000.0,2138112.0,15854247936.0,5.15130773504e+11,1104.0,1572.0,1431.0,2372.0,04-04 16:29:44
0.0,0.0,10066116608.0,2138112.0,16010567680.0,5.14708529152e+11,105405980.0,55220.0,335.0,521.0,04-04 16:29:45
0.0,0.0,10157019136.0,2138112.0,16333987840.0,5.14294206464e+11,261806396.0,102236.0,1887.0,3064.0,04-04 16:29:46
0.0,0.0,10578313216.0,2138112.0,16850690048.0,5.13356210176e+11,527280008.0,152148.0,0.0,0.0,04-04 16:29:47
0.0,0.0,10798465024.0,2138112.0,16871481344.0,5.13115267072e+11,21608172.0,12152.0,66.0,114.0,04-04 16:29:48
0.0,1.0,10983571456.0,2138112.0,17062453248.0,5.12739188736e+11,199829012.0,62440.0,66.0,734.0,04-04 16:29:49
