timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets
16:29:30,0,22,0,1
16:29:31,261,354,6,10
16:29:32,12617864,16660,24432,458
16:29:33,222628804,139621,429409,3915
16:29:34,55216211,127265,107674,2846
16:29:35,2187340,138840,6092,2781
16:29:36,37098,1118,85,26
16:29:37,51,95,1,3
16:29:38,66876,65900,1291,1296
16:29:39,983144,117222,3706,2315
16:29:40,4234567,86046,9268,1776
16:29:41,4538736,263665,12517,5095
16:29:42,11764473,164099,24677,3438
16:29:43,3102001,70451,6979,1435
16:29:44,8214672,5263,15835,167
16:29:45,22137897,11484,42644,394
16:29:46,107578154,63796943,180677,98839
16:29:47,97271481,58862,187268,1248
16:29:48,73065924,24513,140729,755
16:29:49,62049511,15013998,106026,16028
16:29:50,67885899,65819530,72206,68004
16:29:51,59262682,60061450,61284,61658
16:29:52,60555612,58479852,61948,60083
16:29:53,61723000,61221208,63313,62442
16:29:54,52532432,51398408,53816,52771
16:29:55,62049677,62171539,63705,63676
16:29:56,57918601,57424149,59383,58938
16:29:57,55801161,54776841,57115,56247
16:29:58,25566854,24524036,26263,25347
16:29:59,60555801,58481002,61972,60108
16:30:00,54752602,53730721,56086,55134
16:30:01,64249245,63227793,65773,64882
16:30:02,59278553,57839889,60667,59414
16:30:03,51193402,50316574,52518,51681
16:30:04,59501198,60061564,60972,61560
16:30:05,56856505,56886459,58211,58305
16:30:06,58442833,59266832,59899,60727
16:30:07,25567396,25051571,26330,26343
16:30:08,51142806,51173230,52414,52489
16:30:09,54746773,56886088,56143,58252
16:30:10,60009417,60042202,61513,61557
16:30:11,60009270,60042215,61480,61550
16:30:12,60028486,60061886,61478,61613
16:30:13,60028590,60061767,61478,61596
16:30:14,60031585,60062181,61631,61565
16:30:15,60028564,60061726,61486,61587
16:30:16,14989739,14998116,15526,15562
16:30:17,60028766,60061740,61470,61564
16:30:18,60030082,60063412,61536,61661
16:30:19,60028442,60108502,61456,61718
16:30:20,60028623,60061692,61485,61569
16:30:21,60029284,60061760,61592,61595
16:30:22,60028565,60061777,61483,61589
16:30:23,58563248,57863097,59933,59338
16:30:24,61512588,60815310,62965,62421
16:30:25,14989781,14997920,15532,15534
16:30:26,60028528,60061893,61484,61614
16:30:27,60028927,60061655,61541,61580
16:30:28,60029883,60062628,61567,61609
16:30:29,60028761,60063719,61508,61605
16:30:30,60028976,60061788,61548,61599
16:30:31,60028862,60061698,61512,61563
16:30:32,60028907,60062132,61473,61576
16:30:33,60048171,60081165,61531,61608
16:30:34,14989827,14998152,15532,15557
16:30:35,60028731,60062026,61513,61633
16:30:36,60028757,60061428,61519,61553
16:30:37,60028733,60061992,61511,61625
16:30:38,59297283,58594742,60724,60145
16:30:39,57829557,57017315,59189,58510
16:30:40,59862525,59727013,61311,61232
16:30:41,59514469,58671770,60959,60141
16:30:42,63640457,63358697,65290,65067
16:30:43,13645197,13488676,14697,14360
16:30:44,57282484,57313029,58709,58794
16:30:46,61493638,60796205,63006,62439
16:30:47,58425404,57611460,59799,59072
16:30:48,59888121,59642635,61354,61122
16:30:49,59278865,59839307,60719,61334
16:30:50,53697654,52716945,55024,54255
16:30:51,57918413,56896600,59221,58398
16:30:52,66359325,66688972,68257,68530
16:30:53,6831571,5526642,7176,5518
16:30:54,60819997,60459642,62295,62084
16:30:55,55801798,56886928,57206,58372
16:30:56,60028724,60062019,61512,61632
16:30:57,60009075,60042167,61461,61552
16:30:58,60008766,60042348,61420,61581
16:30:59,60028938,60061761,61536,61587
16:31:00,59480692,59513545,60908,61092
16:31:01,57424399,56795584,58736,58338
16:31:02,17958569,17969436,18420,18357
16:31:03,60009359,60042150,61490,61534
16:31:04,57829948,57863555,59235,59398
16:31:05,57591748,55512541,58793,57019
16:31:06,57918222,55841520,59334,57345
16:31:07,51561496,51063935,52846,52405
16:31:08,115142058,112564602,150785,147528
16:31:09,60028906,60061445,61538,61550
16:31:10,60028804,60061672,61530,61589
16:31:11,30034296,30050425,30838,30824
16:31:12,45015609,45039622,46718,46689
16:31:13,57098791,57129700,58486,58623
16:31:14,60028304,60061872,61452,61611
16:31:15,59805808,58993830,61188,60553
16:31:16,59972541,59726973,61459,61220
16:31:17,59937080,60006722,61575,61669
16:31:18,58756498,59614431,60622,61104
16:31:19,60056829,60019722,61520,61673
16:31:20,33158108,33067491,34026,33980
16:31:21,2297,5351,182,187
16:31:22,3823638,3422,7375,83
16:31:23,4112981,6439,7992,152
16:31:24,728558,3245,1449,77
16:31:25,104,169,2,5
16:31:26,46,68,2,3
16:31:27,104,169,2,5
16:31:28,314,376,6,9
16:31:29,972,2363,19,23
16:31:30,0,22,0,1
16:31:31,0,22,0,1
16:31:32,24709689,54379,48275,1242
16:31:33,18066581,29865,35175,648
16:31:34,2004276,1230,3860,39
16:31:35,275711,144396,3079,2836
16:31:36,34164,34339,673,679
16:31:37,2224059,7545886,4747,14605
16:31:38,4851951,2126,9338,69
16:31:39,0,22,0,1
16:31:40,51,95,1,3
16:31:41,51,95,1,3
16:31:42,26244609,26342984,51312,51595
16:31:43,925472,6766,1851,134
16:31:44,1517,681,13,14
