timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets
16:29:29,5463,6174,107,119
16:29:30,2791213,10699,5502,244
16:29:31,1381,1395,27,30
16:29:32,24263569,24594,46899,652
16:29:33,208692673,107569,401890,3126
16:29:34,51796557,141323,101292,3110
16:29:35,1061626,105065,3504,2060
16:29:36,0,22,0,1
16:29:37,9835,8768,173,174
16:29:38,78199,78311,1535,1539
16:29:39,1364614,99374,4136,2006
16:29:40,3048128,117057,7516,2287
16:29:41,9146709,219552,20681,4345
16:29:42,7202912,179297,16123,3709
16:29:43,2488129,41114,5422,834
16:29:44,4149935,5284929,11435,9325
16:29:45,31173795,13013,60034,409
16:29:46,93715534,55904875,167426,82555
16:29:47,89924297,51824,173164,956
16:29:48,56885567,19475,109577,610
16:29:49,67763287,18202589,114246,19268
16:29:50,69707055,71858307,71930,73876
16:29:51,59985592,60040579,61512,61558
16:29:52,59985446,60016392,61524,61544
16:29:53,59985201,60017928,61491,61527
16:29:54,59984967,60019935,61456,61579
16:29:55,59986732,60042179,61539,61604
16:29:56,59985163,60039543,61492,61590
16:29:57,44989189,45043239,46174,46233
16:29:58,29995418,30020111,30968,30964
16:29:59,59985539,60034284,61560,61560
16:30:00,59984907,60016994,61456,61563
16:30:01,59985831,60058636,61567,61617
16:30:02,59985944,60039619,61584,61573
16:30:03,59985000,60021503,61467,61502
16:30:04,59985381,60037010,61523,61599
16:30:05,59984983,60031779,61479,61518
16:30:06,44988923,45044390,46136,46167
16:30:07,29995665,30022613,30971,31006
16:30:08,59985381,60017290,61517,61546
16:30:09,59984863,60035565,61496,61530
16:30:10,56996768,57054871,58442,58511
16:30:11,56693637,56021081,58049,57374
16:30:12,55765417,56024454,57307,57530
16:30:13,53390993,53437422,54815,54852
16:30:14,56811871,55807441,58249,57228
16:30:15,59985377,60078897,61511,61681
16:30:16,23450512,24517557,24267,25256
16:30:17,54710250,55290577,56326,56753
16:30:18,59985799,60040415,61578,61605
16:30:19,55237274,54238527,56694,55896
16:30:20,62098035,62039527,63983,64004
16:30:21,61040633,62142818,62617,63661
16:30:22,54709629,54759068,56146,56235
16:30:23,56810162,56864177,58241,58317
16:30:24,59985455,60037924,61521,61570
16:30:25,26087450,25047042,26855,25876
16:30:26,59194214,60304236,60745,61798
16:30:27,59193793,59248314,60691,60802
16:30:28,61567736,61435625,63103,62436
16:30:29,60432629,60477881,62032,61926
16:30:30,52152287,53259943,53536,54558
16:30:32,58930069,58981931,60286,60504
16:30:33,59985114,58983944,61461,60535
16:30:34,56810128,55880665,58213,57299
16:30:35,23450206,23993040,24249,24715
16:30:36,51075402,51062736,52157,52397
16:30:37,59985256,60032719,61507,61611
16:30:38,56810298,56861844,58277,58269
16:30:39,59191188,60035439,60754,61522
16:30:40,59985667,60037640,61551,61558
16:30:41,59985439,60039026,61525,61519
16:30:42,59985106,60021743,61479,61561
16:30:43,59985470,60038325,61521,61638
16:30:44,14998935,15011241,15569,15585
16:30:45,59985298,60032688,61524,61498
16:30:46,59987290,60077337,61616,61715
16:30:47,59985308,60017488,61510,61577
16:30:48,59985292,60038033,61504,61524
16:30:49,59985422,60039950,61516,61548
16:30:50,59985791,60022143,61580,61501
16:30:51,59985295,60039085,61490,61556
16:30:52,59985205,60052267,61506,61592
16:30:53,14998937,14993194,15574,15527
16:30:54,59985574,60035490,61553,61536
16:30:55,59985679,60035157,61606,61562
16:30:56,59985617,60038015,61565,61578
16:30:57,57786958,58575179,59294,60021
16:30:58,57748729,57076228,59130,58452
16:30:59,61040381,61086595,62606,62652
16:31:00,48369259,48310097,49552,49466
16:31:01,74499123,74723320,76113,76427
16:31:02,1988121,2010126,2264,2289
16:31:03,57604660,57261681,59045,58715
16:31:04,58025079,58056502,59210,59549
16:31:05,59985642,60041215,61554,61565
16:31:06,59985085,60016453,61491,61569
16:31:07,57088859,62349594,61509,66807
16:31:08,101566077,104260448,126435,129796
16:31:09,56372362,56424340,57773,57750
16:31:10,48369664,49479148,49723,50788
16:31:11,29996796,30024618,30994,31103
16:31:12,48175377,48215387,49823,49889
16:31:13,56810240,56869581,58243,58302
16:31:14,59985530,60034378,61556,61608
16:31:15,59191347,60032057,60783,61515
16:31:16,59985632,60073747,61523,61609
16:31:17,59985231,60035964,61506,61562
16:31:18,59985614,60037827,61550,61574
16:31:19,59986038,60039646,61604,61584
16:31:20,29992933,30020272,30793,30767
16:31:21,3122653,24937,6232,301
16:31:22,3876903,5319,7484,161
16:31:23,4838799,7540,9402,180
16:31:24,728,875,14,21
16:31:25,312,463,6,13
16:31:26,231,339,5,10
16:31:27,367,406,7,9
16:31:28,0,22,0,1
16:31:29,0,22,0,1
16:31:30,0,22,0,1
16:31:31,23683173,25587,45764,661
16:31:32,639476,52659,2152,1038
16:31:33,14925035,6376,28724,194
16:31:34,2139321,4865,4182,113
16:31:35,174695,174751,3425,3428
16:31:36,9928,6898385,361,13317
16:31:37,4543036,507585,8801,1097
16:31:38,2359194,1417,4542,50
16:31:39,0,22,0,1
16:31:40,51,95,1,3
16:31:41,17244,25835641,624,49700
16:31:42,26293515,42143,50955,1060
16:31:43,431625,2383,860,54
16:31:44,424,479,8,11
