"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t02",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet18_cifar10_ddp_batch512_nodes3/dstat_r1t02.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","04 Apr 2024 16:29:28 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.026,0.694,2.00914354176e+11,2138112.0,3448705024.0,3.36422150144e+11,0.0,0.0,0.0,0.0,04-04 16:29:28
0.0,20.0,2.00944316416e+11,2138112.0,3448705024.0,3.36392187904e+11,22020.0,19712.0,14532.0,15200.0,04-04 16:29:29
0.0,0.0,2.00914100224e+11,2138112.0,3459485696.0,3.36411623424e+11,11211648.0,37892.0,14117.0,14737.0,04-04 16:29:30
0.0,0.0,2.00914202624e+11,2138112.0,3459485696.0,3.36411521024e+11,796.0,792.0,0.0,0.0,04-04 16:29:31
6.0,0.0,2.00975036416e+11,2138112.0,3507998720.0,3.36302174208e+11,50120556.0,38932.0,6869.0,30033.0,04-04 16:29:32
1.0,5.0,2.01183780864e+11,2138112.0,4313468928.0,3.35287959552e+11,843517764.0,377960.0,0.0,0.0,04-04 16:29:33
0.0,0.0,2.01275633664e+11,2138112.0,4549873664.0,3.34959702016e+11,247394924.0,313056.0,264.0,792.0,04-04 16:29:34
0.0,0.0,2.01315037184e+11,2138112.0,4557574144.0,3.34912598016e+11,6733000.0,529116.0,4356.0,17064.0,04-04 16:29:35
0.0,283.0,2.013157376e+11,2138112.0,4557574144.0,3.349118976e+11,668.0,880.0,2918.0,2126.0,04-04 16:29:36
0.0,0.0,2.01316253696e+11,2138112.0,4557574144.0,3.34911381504e+11,448.0,780.0,3319.0,2664.0,04-04 16:29:37
0.0,0.0,2.01500880896e+11,2138112.0,4558344192.0,3.34725984256e+11,199404.0,158796.0,8852.0,7992.0,04-04 16:29:38
0.0,0.0,2.01546092544e+11,2138112.0,4560654336.0,3.34678462464e+11,2333892.0,397608.0,0.0,0.0,04-04 16:29:39
0.0,0.0,2.0156483584e+11,2138112.0,4584525824.0,3.3463584768e+11,14620576.0,256508.0,0.0,0.0,04-04 16:29:40
0.0,0.0,2.01581371392e+11,2138112.0,4602236928.0,3.34601601024e+11,18135012.0,897928.0,0.0,0.0,04-04 16:29:41
3.0,0.0,2.01612627968e+11,2138112.0,4647669760.0,3.34524911616e+11,45634716.0,488236.0,1738.0,1503.0,04-04 16:29:42
0.0,0.0,2.01702617088e+11,2138112.0,4661530624.0,3.34421061632e+11,14590612.0,327952.0,2363.0,1635.0,04-04 16:29:43
0.0,0.0,2.0222322688e+11,2138112.0,4686172160.0,3.33875810304e+11,16494436.0,8980.0,4041.0,2021.0,04-04 16:29:44
0.0,1.0,2.02357313536e+11,2138112.0,4818620416.0,3.33609275392e+11,125170504.0,38496.0,2773.0,1363.0,04-04 16:29:45
1.0,0.0,2.08904429568e+11,2138112.0,4941828096.0,3.2693895168e+11,18241216.0,183292.0,1330.0,264.0,04-04 16:29:46
0.0,0.0,2.09038917632e+11,2138112.0,5253697536.0,3.26492594176e+11,290862544.0,107208.0,3180.0,1767.0,04-04 16:29:47
0.0,0.0,2.0944099328e+11,2138112.0,5727277056.0,3.25616939008e+11,500012868.0,126364.0,1738.0,1503.0,04-04 16:29:48
0.0,0.0,2.04954750976e+11,2138112.0,5865885696.0,3.29964572672e+11,132894468.0,38032.0,228.0,132.0,04-04 16:29:49
0.0,0.0,2.03448389632e+11,2138112.0,5920559104.0,3.31416260608e+11,66244556.0,26328.0,352.0,132.0,04-04 16:29:50
0.0,472.0,2.03452628992e+11,2138112.0,5922099200.0,3.31410481152e+11,7352.0,43816.0,0.0,0.0,04-04 16:29:51
0.0,0.0,2.03452919808e+11,2138112.0,5922869248.0,3.31409420288e+11,6704.0,24956.0,1738.0,1503.0,04-04 16:29:52
0.0,0.0,2.03455111168e+11,2138112.0,5931339776.0,3.313987584e+11,7428.0,31924.0,1798.0,1503.0,04-04 16:29:53
0.0,0.0,2.0347805696e+11,2138112.0,5937500160.0,3.31369652224e+11,7196.0,38404.0,0.0,0.0,04-04 16:29:54
0.0,0.0,2.0348274688e+11,2138112.0,5937500160.0,3.31364962304e+11,7188.0,45172.0,0.0,0.0,04-04 16:29:55
0.0,113.0,2.0348575744e+11,2138112.0,5946740736.0,3.31352711168e+11,7408.0,52044.0,0.0,0.0,04-04 16:29:56
0.0,0.0,2.03490881536e+11,2138112.0,5947510784.0,3.31346817024e+11,6332.0,21336.0,1738.0,1503.0,04-04 16:29:57
0.0,0.0,2.03498520576e+11,2138112.0,5935190016.0,3.31351498752e+11,4032.0,9840.0,1738.0,1503.0,04-04 16:29:58
0.0,13.0,2.03517558784e+11,2138112.0,5953671168.0,3.31313979392e+11,6696.0,20428.0,120.0,2840.0,04-04 16:29:59
0.0,0.0,2.0351932416e+11,2138112.0,5954441216.0,3.31311443968e+11,6236.0,26664.0,0.0,0.0,04-04 16:30:00
0.0,0.0,2.0352514048e+11,2138112.0,5954441216.0,3.31305627648e+11,7520.0,38448.0,600.0,0.0,04-04 16:30:01
0.0,764.0,2.0352626688e+11,2138112.0,5963681792.0,3.31295260672e+11,7196.0,40648.0,6401.0,4130.0,04-04 16:30:02
0.0,0.0,2.03528241152e+11,2138112.0,5963681792.0,3.312932864e+11,7416.0,47536.0,1858.0,1503.0,04-04 16:30:03
0.0,0.0,2.03538161664e+11,2138112.0,5969842176.0,3.31277205504e+11,7196.0,54460.0,120.0,292.0,04-04 16:30:04
0.0,0.0,2.03539943424e+11,2138112.0,5979082752.0,3.31266183168e+11,4920.0,8388.0,120.0,0.0,04-04 16:30:05
0.0,0.0,2.0354824192e+11,2138112.0,5983703040.0,3.31253264384e+11,6044.0,15880.0,423.0,0.0,04-04 16:30:06
0.0,0.0,2.03549638656e+11,2138112.0,5984473088.0,3.312510976e+11,5376.0,20456.0,1858.0,1503.0,04-04 16:30:07
0.0,0.0,2.03549630464e+11,2138112.0,5992943616.0,3.31242635264e+11,5968.0,22596.0,1798.0,1503.0,04-04 16:30:08
0.0,0.0,2.03574861824e+11,2138112.0,6003724288.0,3.31206623232e+11,7416.0,34568.0,218.0,140.0,04-04 16:30:09
0.0,0.0,2.03575058432e+11,2138112.0,6004494336.0,3.31205656576e+11,6976.0,40928.0,120.0,0.0,04-04 16:30:10
0.0,0.0,2.03578249216e+11,2138112.0,6012964864.0,3.31193995264e+11,6976.0,47640.0,60.0,0.0,04-04 16:30:11
0.0,0.0,2.0358219776e+11,2138112.0,6014504960.0,3.31188506624e+11,7320.0,51004.0,1798.0,1503.0,04-04 16:30:12
0.0,0.0,2.0358240256e+11,2138112.0,6021435392.0,3.31181371392e+11,6036.0,11588.0,2101.0,1503.0,04-04 16:30:13
0.0,0.0,2.03584172032e+11,2138112.0,6022205440.0,3.31178831872e+11,13344.0,15964.0,6523.0,6263.0,04-04 16:30:14
0.0,9.0,2.03592818688e+11,2138112.0,6027595776.0,3.3116479488e+11,6484.0,23640.0,120.0,0.0,04-04 16:30:15
0.0,0.0,2.0359292928e+11,2138112.0,6042996736.0,3.31149283328e+11,5484.0,192544.0,120.0,0.0,04-04 16:30:16
0.0,0.0,2.03598938112e+11,2138112.0,6037606400.0,3.31148664832e+11,8724.0,42044.0,3909.0,3506.0,04-04 16:30:17
0.0,0.0,2.03604586496e+11,2138112.0,6042226688.0,3.3113839616e+11,8880.0,44416.0,6170.0,10793.0,04-04 16:30:18
0.0,0.0,2.03607187456e+11,2138112.0,6051467264.0,3.31126554624e+11,5440.0,37584.0,60.0,0.0,04-04 16:30:19
