#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:49:53      0      8      0      0      0      0      0      0      0 
 16:49:54      0      0      0      0      0      0      0      0      0 
 16:49:56      0      0      0      0      0      0      0     28     13 
 16:49:57      0      0      0      0      0      0      0      0      0 
 16:49:58      0      0      0      0      0      0      0      0      0 
 16:49:59      0      0      0      0      0      0      0      0      0 
 16:50:00      0      0      0      0      0      0      0      0      0 
 16:50:01      0      0      0      0      0      0      0      0      0 
 16:50:02      0      0      0      0      0      0      0      0      0 
 16:50:03      0      0      0      0      0      0      0      0      0 
 16:50:04      0      0      0      0      0      0      0      0      0 
 16:50:05      0      0      0      0      0      0      0      0      0 
 16:50:06      0      0      0      0      0      0      0      0      0 
 16:50:07      0      0      0      0      0      0      0      0      0 
 16:50:08      0      3      0      0      0      0      0      0      0 
 16:50:09      0      0      0      0      0      0      0      0      0 
 16:50:10      0      3      2      0      0      0      0     11      3 
 16:50:11      0      0      0      0      0      0      0      0      0 
 16:50:12      0    100     69      0      0      0      0   1746     19 
 16:50:14      0     99     66      0      0      0      0    956    165 
 16:50:15      0     94     60      0      0      0      0   1273    123 
 16:50:16      0     94     59      0      0      0      0    834    425 
 16:50:17      0    100     79      0      0      0      0    701      0 
 16:50:18      0    100     73      0      0      0      0    418    228 
 16:50:19      0    100     71      0      0      0      0    557      0 
 16:50:20      0     98     59      0      0      0      0    398      3 
 16:50:21      0     94     60      0      0      0      0    417      5 
 16:50:22      0    100     71      0      0      0      0   1201      8 
 16:50:23      0    100     71      0      0      0      0     23     26 
 16:50:24      0     99     61      0      0      0      0    378      0 
 16:50:25      0     94     59      0      0      0      0    285     38 
 16:50:26      0    100     80      0      0      0      0    582      9 
 16:50:27      0    100     69      0      0      0      0    884    813 
 16:50:28      0     98     59      0      0      0      0    900    813 
 16:50:29      0     83     62      0      0      0      0     10      1 
 16:50:30      0     22     12      0      0      0      0     21      6 
 16:50:32      0    100     76      0      0      0      0     21      7 
 16:50:33      0    100     72      0      0      0      0     82      8 
 16:50:34      0    100     69      0      0      0      0    347      7 
 16:50:35      0     94     60      0      0      0      0     26      7 
 16:50:36      0    100     80      0      0      0      0     56     45 
 16:50:37      0    100     70      0      0      0      0    461      0 
 16:50:38      0     98     61      0      0      0      0    726      0 
 16:50:39      0     95     60      0      0      0      0    570      1 
#Time        gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS    Idx      %      %      %      %      %      %   MB/s   MB/s 
 16:50:40      0    100     77      0      0      0      0    402      1 
 16:50:41      0    100     70      0      0      0      0    292     38 
 16:50:42      0    100     69      0      0      0      0    748      3 
 16:50:43      0     94     59      0      0      0      0    770    227 
 16:50:44      0     95     60      0      0      0      0    498    426 
 16:50:45      0    100     69      0      0      0      0    728    623 
 16:50:46      0    100     66      0      0      0      0   1081     50 
 16:50:47      0    100     62      0      0      0      0    587     35 
 16:50:48      0     87     51      0      0      0      0     22      8 
 16:50:50      0    100     74      0      0      0      0     21      7 
 16:50:51      0    100     78      0      0      0      0     21      6 
 16:50:52      0    100     70      0      0      0      0     20      6 
 16:50:53      0    100     65      0      0      0      0     82      7 
 16:50:54      0     96     77      0      0      0      0     22      7 
 16:50:55      0    100     79      0      0      0      0     24      7 
 16:50:56      0    100     71      0      0      0      0     25      7 
 16:50:57      0    100     67      0      0      0      0      0     57 
 16:50:58      0     91     56      0      0      0      0    397      5 
 16:50:59      0    100     67      0      0      0      0    971    168 
 16:51:00      0     95     58      0      0      0      0   1320    141 
 16:51:01      0     93     59      0      0      0      0   1139    147 
 16:51:02      0     96     64      0      0      0      0   1297    126 
 16:51:03      0    100     64      0      0      0      0   1087    153 
 16:51:04      0     95     57      0      0      0      0   1318    158 
 16:51:05      0     98     65      0      0      0      0   1334    170 
