timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets
16:49:53,2403,2960,47,52
16:49:54,3225,3382,63,71
16:49:55,14884521,20297,28829,535
16:49:56,60712125,61033,117657,1584
16:49:57,178311406,60999,343161,1745
16:49:58,20046656,198638,41163,4084
16:49:59,491316,33531,1416,669
16:50:00,0,22,0,1
16:50:01,9915,8914,174,178
16:50:02,209526,100726,2141,1981
16:50:03,1601370,89937,4398,1829
16:50:04,6523639,252756,16194,4882
16:50:05,11109266,167929,23517,3484
16:50:06,4228856,102006,9446,2107
16:50:07,4127077,22191,8297,463
16:50:08,31172328,11048,59985,323
16:50:09,20773433,23781696,41819,24723
16:50:10,85202658,95428,164221,1384
16:50:11,94005530,36472,181014,1194
16:50:12,24668738,10091,47510,303
16:50:13,81008683,59925664,101941,61498
16:50:14,63124254,62410901,64272,64000
16:50:15,63125353,63230559,64790,64876
16:50:16,63124965,63224199,64785,64820
16:50:17,58438274,57484151,59880,58895
16:50:18,53262183,52835797,54703,54219
16:50:19,57849362,59004587,59431,60484
16:50:20,52915301,55125873,54386,56489
16:50:21,52529000,52632630,53903,53965
16:50:22,63124711,63226893,64761,64864
16:50:23,63124802,63227340,64768,64862
16:50:24,63124888,63228512,64771,64817
16:50:25,63123962,63170837,64706,64719
16:50:26,59872716,59974862,61393,61476
16:50:27,61510304,61708935,63646,63217
16:50:28,54683749,55840346,56186,57361
16:50:29,79389907,75382581,85144,77367
16:50:30,155,53728,10,59
16:50:31,45144170,44320122,46661,45647
16:50:32,56040541,54951944,57496,56976
16:50:33,52528593,52630797,53864,53941
16:50:34,62763993,63224688,64391,64775
16:50:35,63126289,63227013,64806,64845
16:50:36,63124762,63172554,64767,64796
16:50:37,59872635,59973109,61418,61518
16:50:38,63125029,63227091,64781,64860
16:50:39,59494369,60682431,61037,62191
16:50:40,55738887,56896384,57259,58336
16:50:41,56426947,55820495,57856,57843
16:50:42,53969330,53018918,55324,54447
16:50:43,59572434,58624605,60981,60123
16:50:44,63125789,63227699,64782,64834
16:50:45,63124717,63223588,64749,64831
16:50:46,63124977,63170422,64778,64782
16:50:47,59872493,60784148,61401,62296
16:50:48,32376159,32479879,33260,33314
16:50:49,28312641,28310284,29196,29183
16:50:50,61499006,63224647,63146,64749
16:50:51,62659056,61899347,64205,64078
16:50:52,54566931,54553173,56035,56021
16:50:53,49382785,49485815,50663,50760
16:50:55,63123703,61332853,64624,63622
16:50:56,53762746,53347823,54640,54774
16:50:57,63124344,63227828,64702,64829
16:50:58,63124631,63228200,64737,64820
16:50:59,59872739,59920369,61431,61436
16:51:00,63124570,63227788,64737,64816
16:51:01,55274892,56429649,56764,57933
16:51:02,61438865,60484561,62938,62068
16:51:03,48397077,49528580,49730,50738
16:51:04,58184116,57564978,58976,59021
16:51:05,62402862,62144375,63565,63322
16:51:06,63124791,63225576,64773,64887
16:51:07,63124858,63225554,64774,64818
16:51:08,2771,5513,192,195
16:51:09,59872564,59919504,61406,61478
16:51:10,62312395,63252340,63996,64836
16:51:11,62023575,62235078,63947,63966
16:51:12,54218388,54322344,55658,55765
16:51:13,49382738,48959687,50648,50242
16:51:14,57463116,56513894,58959,58008
16:51:15,63125226,63232776,64793,64870
16:51:16,63124539,63171086,64734,64741
16:51:17,59872256,59917465,61375,61415
16:51:18,63124391,62410996,64698,63997
16:51:19,54218457,54318612,55681,55733
16:51:20,55371544,53890437,56750,55831
16:51:21,51859955,53014403,53296,54334
16:51:22,61682867,60730938,63162,62242
16:51:23,63124660,63225614,64752,64828
16:51:24,63125025,63172667,64798,64810
16:51:25,59872672,59974463,61414,61479
16:51:26,34816059,34922188,35766,35846
16:51:27,28312744,28312366,29200,29211
16:51:28,51741370,52374005,53040,53693
16:51:29,54684316,55842068,56262,57331
16:51:30,53250146,52634860,54609,53995
16:51:31,61683871,61789798,63265,63300
16:51:32,63124502,63223356,64738,64887
16:51:33,59872762,60730056,61441,62245
16:51:34,61498667,62410404,63091,63896
16:51:35,63125104,63224309,64824,64871
16:51:36,48048774,49205020,49368,50410
16:51:37,57663096,58818198,59170,59978
16:51:38,54658207,54064932,56097,55523
16:51:39,61954131,61787112,63521,63355
16:51:40,63124959,63197403,64751,64825
16:51:41,59872595,59919111,61417,61408
16:51:42,63124879,63226902,64779,64833
16:51:43,62775896,62878707,64352,64464
16:51:44,66493965,66482385,68288,68194
16:51:45,1017,58175,27,85
16:51:46,33007212,34116352,34146,35175
16:51:47,59046116,59677471,60599,61137
16:51:48,61683181,61783810,63199,63287
16:51:49,63124635,63223360,64757,64803
16:51:50,60686119,59931063,62275,61498
16:51:51,59874367,59974495,61455,61552
16:51:52,63124635,63224670,64757,64838
16:51:53,54218118,54319846,55626,55740
16:51:54,58273821,58792853,59776,60605
16:51:55,45793594,47746672,47161,48982
16:51:56,61683607,61787133,63242,63286
16:51:57,63124733,63227125,64745,64857
16:51:58,63125012,63174033,64793,64834
16:51:59,59872765,59920142,61435,61474
16:52:00,63125210,63233458,64794,64807
16:52:01,54218056,54323039,55604,55725
16:52:02,63124562,62174257,64535,63806
16:52:03,43721076,43823673,44844,44943
16:52:04,10420056,10240373,10865,10700
16:52:05,50783700,52636014,51779,53865
16:52:06,62403442,62054820,63768,63427
16:52:07,63124572,63224603,64748,64835
16:52:08,63124466,63170874,64752,64782
16:52:09,59872710,59978620,61390,61509
16:52:10,63124661,63225862,64750,64852
16:52:11,54218104,54320739,55624,55724
16:52:12,58537516,58640737,60005,60639
16:52:13,47639217,47741345,48978,49022
16:52:14,61683768,60739746,63239,62305
16:52:15,63126561,63229389,64823,64852
16:52:16,63124528,63174541,64727,64761
16:52:17,59872663,59974013,61422,61487
16:52:18,63124508,63226945,64724,64828
16:52:19,60548876,59601615,62040,61248
16:52:20,55210885,54782999,56683,56325
16:52:21,75282840,75380484,77210,77251
16:52:22,197,54060,9,59
16:52:23,36171253,36221176,37262,37326
16:52:24,57462546,56517776,58871,57947
16:52:25,63124472,63225293,64723,64790
16:52:26,63124570,63172510,64733,64784
16:52:27,59872466,59972846,61397,61480
16:52:28,63124797,63226933,64761,64849
16:52:30,50686316,49741667,51956,51053
16:52:31,56615536,55396297,58124,56912
16:52:32,53519128,53983039,55289,55387
16:52:33,61683835,61789430,63273,63321
16:52:34,63124430,63228054,64717,64851
16:52:35,63124952,63175394,64769,64755
16:52:36,59872415,59971542,61393,61511
16:52:37,63124688,63224174,64758,64891
16:52:38,54218371,54318669,55675,55717
16:52:39,52021090,53176697,53406,54497
16:52:40,63303630,63230858,64976,64885
16:52:41,52529533,52632547,53824,53925
16:52:42,2718,5360,191,194
16:52:43,62310665,61544819,63825,63110
16:52:44,50966501,51070007,52295,52410
16:52:45,56955911,58647597,58521,60067
16:52:46,49750843,49853755,51128,51241
16:52:47,61683152,60733870,63182,62288
16:52:48,63124314,63174339,64703,64754
16:52:49,59872074,59974168,61341,61518
16:52:50,63125229,63234049,64792,64844
16:52:51,54218119,54317239,55639,55684
16:52:52,52547755,51592972,53829,52901
16:52:53,55019086,55454347,56481,56913
16:52:54,62133626,62594413,63732,64087
