"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","r1t04",,,,"User:","xsedeu3458"
"Cmdline:","dstat --output pytorch/logs/gpu_resnet50_cifar10_ddp_batch512_nodes3/dstat_r1t04.csv --integer --io --mem --net -N ib0,eth0 --time --nocolor",,,,"Date:","05 Apr 2024 16:49:53 EDT"

"io/total",,"memory usage",,,,"net/ib0",,"net/eth0",,"system"
"read","writ","used","buff","cach","free","recv","send","recv","send","time"
0.015,0.619,13438922752.0,2138112.0,6456094720.0,5.20890191872e+11,0.0,0.0,0.0,0.0,05-04 16:49:53
0.0,13.0,13466910720.0,2138112.0,6456094720.0,5.20862203904e+11,4008.0,2760.0,4743.0,4191.0,05-04 16:49:54
8.0,0.0,13480435712.0,2138112.0,6503067648.0,5.20801705984e+11,49086308.0,46132.0,15057.0,1912.0,05-04 16:49:55
1.0,3.0,13628129280.0,2138112.0,6754103296.0,5.20402976768e+11,256634284.0,257324.0,379.0,66.0,05-04 16:49:56
0.0,2.0,13766770688.0,2138112.0,7509520384.0,5.19508918272e+11,797870756.0,230176.0,120.0,42.0,05-04 16:49:57
0.0,484.0,13817270272.0,2138112.0,7596535808.0,5.19371403264e+11,89360304.0,731684.0,186.0,132.0,05-04 16:49:58
0.0,0.0,13836144640.0,2138112.0,7599616000.0,5.19349448704e+11,2052900.0,114496.0,2124.0,4421.0,05-04 16:49:59
0.0,0.0,13837672448.0,2138112.0,7600386048.0,5.19347150848e+11,448.0,668.0,685.0,334.0,05-04 16:50:00
0.0,0.0,13989937152.0,2138112.0,7601156096.0,5.19194116096e+11,41908.0,31064.0,2577.0,4317.0,05-04 16:50:01
0.0,574.0,14063095808.0,2138112.0,7602696192.0,5.19119417344e+11,1883384.0,343136.0,825.0,690.0,05-04 16:50:02
0.0,0.0,14076325888.0,2138112.0,7618097152.0,5.19090786304e+11,6319440.0,331660.0,0.0,0.0,05-04 16:50:03
0.0,0.0,14099243008.0,2138112.0,7646588928.0,5.19039377408e+11,28853972.0,854988.0,0.0,3468.0,05-04 16:50:04
3.0,0.0,14127566848.0,2138112.0,7690481664.0,5.18967160832e+11,44372072.0,590016.0,0.0,90.0,05-04 16:50:05
0.0,0.0,14253051904.0,2138112.0,7708962816.0,5.18823194624e+11,18075372.0,365060.0,1569.0,1836.0,05-04 16:50:06
0.0,0.0,14280101888.0,2138112.0,7717433344.0,5.18787674112e+11,130648.0,87896.0,0.0,0.0,05-04 16:50:07
0.0,0.0,14962405376.0,2138112.0,7846801408.0,5.1797600256e+11,121873584.0,40528.0,2399.0,3339.0,05-04 16:50:08
0.0,0.0,15116042240.0,2138112.0,8047013888.0,5.17622153216e+11,91325392.0,64520.0,198.0,1213.0,05-04 16:50:09
0.0,0.0,15295516672.0,2138112.0,8369664000.0,5.17120028672e+11,327676048.0,113764.0,66.0,15982.0,05-04 16:50:10
0.0,0.0,15626268672.0,2138112.0,8767008768.0,5.16391931904e+11,419132132.0,124632.0,1503.0,1735.0,05-04 16:50:11
0.0,36.0,15858360320.0,2138112.0,8806281216.0,5.16120567808e+11,41259088.0,19320.0,66.0,114.0,05-04 16:50:12
0.0,0.0,16011735040.0,2138112.0,8979542016.0,5.15793932288e+11,158572556.0,51836.0,66.0,196.0,05-04 16:50:13
