timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets
16:49:54,0,22,0,1
16:49:55,12224126,14323,23642,395
16:49:56,138911934,106081,268073,2836
16:49:57,139443169,83143,268779,2219
16:49:58,4103997,194455,10473,3939
16:49:59,240659,18860,721,375
16:50:00,0,22,0,1
16:50:01,34087,33226,649,658
16:50:02,864022,139043,3914,2735
16:50:03,4265477,82635,9262,1722
16:50:04,4698447,274569,12977,5311
16:50:05,11951050,169210,25106,3545
16:50:06,2917651,65380,6563,1327
16:50:07,0,22,0,1
16:50:08,30352844,13995,58459,403
16:50:09,88942404,23766522,150321,25587
16:50:10,111196322,99461,214029,1467
16:50:11,32402451,14286,62479,504
16:50:12,42531047,18768,81892,608
16:50:13,74534439,68366040,82813,70068
16:50:14,57473389,58097007,58585,59546
16:50:15,63222245,63231470,64847,64869
16:50:16,63222445,63231805,64863,64900
16:50:17,63222287,63231302,64853,64845
16:50:18,63222024,63231562,64817,64913
16:50:19,63168456,63177482,64790,64782
16:50:20,59971154,59979675,61535,61520
16:50:21,62873625,62940556,64475,64543
16:50:22,56427343,57490153,57907,58937
16:50:23,57764084,58344804,59267,59432
16:50:24,56525884,56534154,57980,57999
16:50:25,60397957,58297597,61865,59824
16:50:26,53341988,53171073,54724,54581
16:50:27,63222329,63231078,64859,64813
16:50:28,63222403,63231362,64863,64845
16:50:29,67328738,63233628,72746,64948
16:50:30,2513,2556,187,189
16:50:31,63168432,63177602,64785,64798
16:50:33,59971007,59979661,61514,61518
16:50:34,63222238,63231435,64846,64864
16:50:35,56427409,57490110,57923,58939
16:50:36,59003532,60067371,60642,61662
16:50:37,45260742,45268998,46458,46475
16:50:38,61782981,61790313,63311,63355
16:50:39,63222285,63259116,64837,64918
16:50:40,63222315,63231470,64857,64869
16:50:41,63168423,63177417,64774,64763
16:50:42,59917445,60738652,61480,62228
16:50:43,59970979,59979431,61510,61484
16:50:44,63222259,63231078,64849,64813
16:50:45,54316800,54325045,55736,55764
16:50:46,57581463,58644111,59617,60113
16:50:47,55836245,55189440,57300,56341
16:50:48,72029461,73093795,73955,74906
16:50:49,9001341,9720378,8823,9810
16:50:50,31613121,31617751,32577,32602
16:50:51,63222297,63231155,64867,64824
16:50:52,63222035,63231470,64817,64869
16:50:53,63169374,63178571,64809,64827
16:50:54,59970956,59981357,61504,61507
16:50:55,63222532,63230847,64888,64780
16:50:56,63222889,63231717,64887,64845
16:50:57,54317351,54324942,55795,55724
16:50:58,54415612,53368830,55822,54791
16:50:59,52627752,51580592,53884,52938
16:51:00,63222182,63231281,64838,64842
16:51:01,63223335,63232837,64813,64902
16:51:02,63168103,63177265,64738,64751
16:51:03,59970853,59979808,61492,61539
16:51:04,63222413,63231379,64871,64856
16:51:05,51840570,50793172,53094,52123
16:51:06,64895555,64333019,66617,66055
16:51:07,43867006,43827929,44981,44961
16:51:08,4606479,4608699,4905,4915
16:51:09,62166498,60092452,63684,61768
16:51:10,59145301,60207537,60643,61728
16:51:11,63221965,63231477,64807,64870
16:51:12,63168523,63177594,64798,64798
16:51:13,59970931,59979791,61506,61542
16:51:14,60688399,60617719,62813,62543
16:51:15,54679132,54365933,56070,55833
16:51:16,49846387,48709115,51129,50033
16:51:17,53342008,53215276,54739,54604
16:51:18,63221958,63231358,64806,64853
16:51:19,63168501,63187446,64765,64849
16:51:20,59970688,59979672,61475,61525
16:51:21,63222301,63231330,64855,64849
16:51:22,54317017,54324828,55767,55733
16:51:23,51770176,51600015,53098,52931
16:51:24,52985089,52997896,54302,54425
16:51:25,66915191,66924457,68605,68625
16:51:26,26480426,25955551,27174,26656
16:51:27,31613195,31617801,32587,32592
16:51:28,59916998,59925534,61424,61410
16:51:29,63221862,62424243,64780,64116
16:51:30,61702799,61710876,63259,63261
16:51:31,54482880,54341726,55906,55800
16:51:32,54149206,53888480,55492,55241
16:51:33,52984933,52819311,54297,54217
16:51:34,63222391,63231253,64860,64828
16:51:35,63222119,63231953,64829,64938
16:51:36,60729753,60738996,62285,62308
16:51:37,61596311,60792676,63141,62351
16:51:38,61702416,61716013,63190,63272
16:51:39,54134052,54140899,55530,55498
16:51:40,44992561,44908394,46145,46119
16:51:41,61783643,62151103,63393,63728
16:51:42,63222448,63231533,64876,64878
16:51:43,63222479,63237300,64855,64868
16:51:44,63222595,63231694,64897,64901
16:51:45,2068,2090,176,177
16:51:46,59916914,59925897,61412,61445
16:51:47,59064647,58017963,60531,59516
16:51:48,56526256,57069699,57982,58092
16:51:49,48700594,48091126,49964,49449
16:51:50,58617226,57570312,60050,59136
16:51:51,63223743,63232835,64891,64894
16:51:52,63222245,63231477,64847,64870
16:51:53,60776218,60744610,62548,62296
16:51:54,59971140,59979536,61533,61499
16:51:55,63222508,63231523,64878,64868
16:51:56,54317087,54325480,55731,55773
16:51:57,58113808,58644291,59984,60133
16:51:58,47736734,47750720,49043,49091
16:51:59,61782531,60735740,63253,62355
16:52:00,63222147,63231547,64833,64880
16:52:01,63168475,63177399,64773,64747
16:52:02,59970769,59979801,61480,61538
16:52:03,34916390,34925886,35824,35848
16:52:04,28308080,28312095,29196,29183
16:52:05,54316814,54324744,55738,55721
16:52:06,60218666,59172791,61700,60788
16:52:07,49582650,49282577,50866,50617
16:52:08,53484102,53355166,54466,54646
