timestamp,rx_bytes,tx_bytes,rx_packets,tx_packets
16:49:55,1328,1341,26,29
16:49:56,12223520,14678,23632,429
16:49:57,160872786,114272,310340,3115
16:49:58,120898390,85989,233365,2110
16:49:59,3412723,182387,9023,3682
16:50:00,172171,15687,542,311
16:50:01,52347,51441,1007,1012
16:50:02,1158804,132748,4221,2646
16:50:03,3541947,100997,8209,2014
16:50:04,9706659,243300,22114,4789
16:50:05,6461216,177704,14322,3675
16:50:06,2495908,42863,5473,868
16:50:07,4107532,2262,7915,63
16:50:08,26249795,15585,50624,384
16:50:10,88918531,41592,149060,2129
16:50:11,135681743,55136,261199,1742
16:50:12,5382630,5087,10504,242
16:50:13,81152629,31585748,127681,33110
16:50:14,59980128,59872468,61539,61422
16:50:15,63231105,63124418,64823,64799
16:50:16,60655458,60548406,62148,62055
16:50:17,56578939,54844509,57907,56336
16:50:18,56807779,55073289,58189,56622
16:50:19,61120681,60754959,62644,61717
16:50:20,57769188,57134867,59200,58577
16:50:21,58097302,58517535,59599,60014
16:50:22,63231313,63124337,64859,64779
16:50:23,63231238,63123991,64842,64738
16:50:24,63177634,63123708,64794,64691
16:50:25,60792332,61499320,62320,63073
16:50:26,61626061,61498024,62509,63065
16:50:27,61727377,62658873,63881,64245
16:50:28,54558247,54566775,56003,55984
16:50:29,63231749,63124075,64915,64750
16:50:30,47934447,43722994,52836,44917
16:50:31,10599902,10600201,11135,11163
16:50:32,58296731,58356502,59724,59131
16:50:33,57568985,56407512,58953,57906
16:50:34,63231434,63124026,64870,64743
16:50:35,63230685,63124222,64763,64771
16:50:36,63177318,63123848,64760,64730
16:50:37,59979512,59872335,61511,61417
16:50:38,63231483,63123970,64877,64735
16:50:39,56435003,56327795,57883,57772
16:50:40,58643806,56895009,60069,58896
16:50:41,55219884,54192343,56531,55631
16:50:42,54076493,55024127,55483,56423
16:50:43,61789654,60628065,63267,62196
16:50:44,63230895,63124026,64793,64743
16:50:45,63230924,63124008,64828,64742
16:50:46,60739011,61498076,62308,63034
16:50:47,62417898,61498381,63974,63136
16:50:48,66536824,66376366,68253,68157
16:50:49,2632,2654,224,225
16:50:50,54712042,55185865,56057,56526
16:50:51,62424321,61900294,64433,64024
16:50:52,50202949,50243110,51520,51571
16:50:53,56186240,53969911,57553,55471
16:50:54,56900791,56793380,58448,58319
16:50:55,61790870,60631101,63323,62256
16:50:56,63232855,63125664,64903,64807
16:50:57,63177313,63124646,64733,64810
16:50:58,59926153,59872742,61452,61453
16:50:59,62765580,62774810,64278,64289
16:51:00,54233226,54217681,55618,55611
16:51:01,55479565,56426043,57017,57784
16:51:02,54604384,56078764,56069,57420
16:51:03,53960978,54082501,55134,54894
16:51:04,63231070,63124117,64818,64756
16:51:05,63177646,63123856,64794,64715
16:51:06,60792899,61498028,62392,63034
16:51:07,31669614,32375038,32511,33192
16:51:08,28312553,28312589,29218,29221
16:51:09,63231574,63124054,64890,64747
16:51:10,54324837,54242292,55720,55678
16:51:11,62864159,60647378,64331,62181
16:51:12,44102818,44356076,45319,45574
